# Title: Diode Laser Delay Scan, small MW & PM, looking for phase of min signal.
# Note:	Diode Laser Delay Scan, 10 dB on Var Attn, 36 dB PM, 40 V Top to Bot, 27f. Using a small microwave field and modulation over a short phase delay to find the phase of mininmum signal.
# Type:	Delay
# Hittite Freq:	18510.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361351.3 GHz
# Target:	n=27, l=f, 2nd lowest stark state after 27d
# Laser Mod:	1.0 (0th band amplitude of 0.61 = J_0(1.0)^2)
# Laser Mod Attn:	36 dB
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	-0.018 V
# Static:	+40 V
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	89705.000	1.000	0.000	0.395	0.005
1.000	90775.000	1.000	0.000	0.352	0.005
2.000	91844.000	1.000	0.000	0.303	0.005
3.000	92914.000	1.000	0.000	0.237	0.005
4.000	93984.000	1.000	0.000	0.191	0.005
5.000	95053.000	1.000	0.000	0.157	0.005
6.000	96123.000	1.000	0.000	0.130	0.005
7.000	97192.000	1.000	0.000	0.145	0.005
8.000	98262.000	1.000	0.000	0.193	0.005
9.000	99332.000	1.000	0.000	0.214	0.005
10.000	100401.000	1.000	0.000	0.282	0.005
11.000	101471.000	1.000	0.000	0.333	0.005
12.000	102540.000	1.000	0.000	0.355	0.005
13.000	103610.000	1.000	0.000	0.376	0.005
14.000	104679.000	1.000	0.000	0.394	0.005
15.000	105749.000	1.000	0.000	0.369	0.005
16.000	106819.000	1.000	0.000	0.352	0.005
17.000	107888.000	1.000	0.000	0.281	0.005
18.000	108958.000	1.000	0.000	0.252	0.005
19.000	110027.000	1.000	0.000	0.197	0.005
20.000	110295.000	1.000	0.000	0.183	0.005
21.000	109225.000	1.000	0.000	0.242	0.005
22.000	108156.000	1.000	0.000	0.291	0.005
23.000	107086.000	1.000	0.000	0.337	0.005
24.000	106016.000	1.000	0.000	0.397	0.005
25.000	104947.000	1.000	0.000	0.410	0.005
26.000	103877.000	1.000	0.000	0.433	0.005
27.000	102808.000	1.000	0.000	0.375	0.005
28.000	101738.000	1.000	0.000	0.375	0.005
29.000	100668.000	1.000	0.000	0.279	0.005
30.000	99599.000	1.000	0.000	0.236	0.005
31.000	98529.000	1.000	0.000	0.190	0.005
32.000	97460.000	1.000	0.000	0.159	0.005
33.000	96390.000	1.000	0.000	0.143	0.005
34.000	95321.000	1.000	0.000	0.154	0.005
35.000	94251.000	1.000	0.000	0.178	0.005
36.000	93181.000	1.000	0.000	0.238	0.005
37.000	92112.000	1.000	0.000	0.263	0.005
38.000	91042.000	1.000	0.000	0.333	0.005
39.000	89973.000	1.000	0.000	0.394	0.005
40.000	90240.000	1.000	0.000	0.352	0.005
41.000	91310.000	1.000	0.000	0.331	0.005
42.000	92379.000	1.000	0.000	0.267	0.005
43.000	93449.000	1.000	0.000	0.225	0.005
44.000	94518.000	1.000	0.000	0.171	0.005
45.000	95588.000	1.000	0.000	0.139	0.005
46.000	96658.000	1.000	0.000	0.125	0.005
47.000	97727.000	1.000	0.000	0.154	0.005
48.000	98797.000	1.000	0.000	0.179	0.005
49.000	99866.000	1.000	0.000	0.237	0.005
50.000	100936.000	1.000	0.000	0.327	0.005
51.000	102005.000	1.000	0.000	0.363	0.005
52.000	103075.000	1.000	0.000	0.409	0.005
53.000	104145.000	1.000	0.000	0.417	0.005
54.000	105214.000	1.000	0.000	0.395	0.005
55.000	106284.000	1.000	0.000	0.347	0.005
56.000	107353.000	1.000	0.000	0.329	0.005
57.000	108423.000	1.000	0.000	0.279	0.005
58.000	109492.000	1.000	0.000	0.203	0.005
59.000	109760.000	1.000	0.000	0.198	0.005
60.000	108690.000	1.000	0.000	0.254	0.005
61.000	107621.000	1.000	0.000	0.326	0.005
62.000	106551.000	1.000	0.000	0.386	0.005
63.000	105482.000	1.000	0.000	0.410	0.005
64.000	104412.000	1.000	0.000	0.422	0.005
65.000	103342.000	1.000	0.000	0.392	0.005
66.000	102273.000	1.000	0.000	0.376	0.005
67.000	101203.000	1.000	0.000	0.333	0.005
68.000	100134.000	1.000	0.000	0.298	0.005
69.000	99064.000	1.000	0.000	0.229	0.005
70.000	97995.000	1.000	0.000	0.166	0.005
71.000	96925.000	1.000	0.000	0.157	0.005
72.000	95855.000	1.000	0.000	0.149	0.005
73.000	94786.000	1.000	0.000	0.174	0.005
74.000	93716.000	1.000	0.000	0.197	0.005
75.000	92647.000	1.000	0.000	0.265	0.005
76.000	91577.000	1.000	0.000	0.319	0.005
77.000	90508.000	1.000	0.000	0.368	0.006
