# Title: Dye Laser Frequency Scan, MAX on Var Attn, n=27 and sidebands.
# Note:	Frequency Scan at n=27, MAX on Var Attn, looking for Sidebands.
# Type:	Frequency
# Hittite Freq:	18512.2 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	MAX
# Delay:	1000 ns
# MW Off:	220 ns
# Top w/o Static:	0.00 V
# Static:	0 V
# Static Off:	NaN
i	f	n	nb	s	sb
0	-4400.82	0.15607	0.146726	-0.00374114	-0.00122224	
1	-4400.82	0.15607	0.146726	-0.00538534	-0.00122224	
2	-4400.82	0.15607	0.146726	-0.00400421	-0.00122224	
3	-4400.82	0.15607	0.146726	-0.003215	-0.00122224	
4	-4401.32	0.15607	0.146726	0.00161893	-0.00122224	
5	-4401.52	0.15607	0.146726	0.00135586	-0.00122224	
6	-4401.52	0.15607	0.146726	0.00017204	-0.00122224	
7	-4401.72	0.15607	0.146726	0.00175047	-0.00122224	
8	-4401.72	0.15607	0.146726	0.000402227	-0.00122224	
9	-4401.62	0.15607	0.146726	-0.00173523	-0.00122224	
10	-4401.62	0.15607	0.146726	0.00102702	-0.00122224	
11	-4401.82	0.15607	0.146726	-0.0013735	-0.00122224	
12	-4401.92	0.15607	0.146726	-0.000650057	-0.00122224	
13	-4402.12	0.15607	0.146726	-0.00170234	-0.00122224	
14	-4402.22	0.15607	0.146726	-0.00262309	-0.00122224	
15	-4402.32	0.15607	0.146726	-0.00584571	-0.00122224	
16	-4402.52	0.15607	0.146726	-0.00564841	-0.00122224	
17	-4402.72	0.15607	0.146726	-0.00295193	-0.00122224	
18	-4402.82	0.15607	0.146726	0.000106272	-0.00122224	
19	-4403.12	0.15607	0.146726	0.00178335	-0.00122224	
20	-4403.32	0.15607	0.146726	0.000435111	-0.00122224	
21	-4403.52	0.15607	0.146726	-0.00216272	-0.00122224	
22	-4403.82	0.15607	0.146726	0.00017204	-0.00122224	
23	-4403.92	0.15607	0.146726	0.000862601	-0.00122224	
24	-4404.22	0.15607	0.146726	-0.000321218	-0.00122224	
25	-4404.12	0.15607	0.146726	0.00132298	-0.00122224	
26	-4404.32	0.15607	0.146726	0.001882	-0.00122224	
27	-4404.62	0.15607	0.146726	-0.00291904	-0.00122224	
28	-4404.62	0.15607	0.146726	-0.00134062	-0.00122224	
29	-4405.02	0.15607	0.146726	-0.0023929	-0.00122224	
30	-4405.42	0.15607	0.146726	0.000796834	-0.00122224	
31	-4405.42	0.15607	0.146726	0.00165181	-0.00122224	
32	-4405.62	0.15607	0.146726	0.00451271	-0.00122224	
33	-4406.02	0.15607	0.146726	0.00132298	-0.00122224	
34	-4406.22	0.15607	0.146726	0.000270691	-0.00122224	
35	-4406.42	0.15607	0.146726	-0.00245867	-0.00122224	
36	-4406.62	0.15607	0.146726	0.000467995	-0.00122224	
37	-4406.72	0.15607	0.146726	-0.000978896	-0.00122224	
38	-4407.02	0.15607	0.146726	0.000796834	-0.00122224	
39	-4407.42	0.15607	0.146726	0.00017204	-0.00122224	
40	-4407.72	0.15607	0.146726	0.00059953	-0.00122224	
41	-4407.92	0.15607	0.146726	0.000336459	-0.00122224	
42	-4408.12	0.15607	0.146726	-0.00380691	-0.00122224	
43	-4408.42	0.15607	0.146726	-0.00716106	-0.00122224	
44	-4409.02	0.15607	0.146726	-0.00143927	-0.00122224	
45	-4409.22	0.15607	0.146726	-0.00163657	-0.00122224	
46	-4409.32	0.15607	0.146726	0.00378927	-0.00122224	
47	-4409.62	0.15607	0.146726	0.00471002	-0.00122224	
48	-4410.02	0.15607	0.146726	0.00293429	-0.00122224	
49	-4410.12	0.15607	0.146726	0.00336178	-0.00122224	
50	-4410.52	0.15607	0.146726	0.00198065	-0.00122224	
51	-4410.52	0.15607	0.146726	0.00293429	-0.00122224	
52	-4411.12	0.15607	0.146726	0.00125721	-0.00122224	
53	-4411.42	0.15607	0.146726	0.00135586	-0.00122224	
