# Title: Dye Laser Frequency Scan, 10.0 dB on Var Attn, n=27 and sidebands.
# Note:	Frequency Scan at n=27, 10.0 dB on Var Attn, looking for Sidebands.
# Type:	Frequency
# Hittite Freq:	18512.2 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10.0 dB
# Delay:	1000 ns
# MW Off:	220 ns
# Top w/o Static:	0.00 V
# Static:	0 V
# Static Off:	NaN
i	f	n	nb	s	sb
0	-4600.12	0.155636	0.153965	-0.00216272	-0.00307031	
1	-4599.82	0.155636	0.153965	-0.0101864	-0.00307031	
2	-4600.02	0.155636	0.153965	-0.0040371	-0.00307031	
3	-4599.72	0.155636	0.153965	-0.000748709	-0.00307031	
4	-4599.42	0.155636	0.153965	-0.00459612	-0.00307031	
5	-4598.92	0.155636	0.153965	-0.00334654	-0.00307031	
6	-4598.82	0.155636	0.153965	-0.00176811	-0.00307031	
7	-4598.62	0.155636	0.153965	-0.000452754	-0.00307031	
8	-4598.42	0.155636	0.153965	-0.00245867	-0.00307031	
9	-4597.92	0.155636	0.153965	-0.00255732	-0.00307031	
10	-4597.62	0.155636	0.153965	-0.00535245	-0.00307031	
11	-4597.42	0.155636	0.153965	-0.0030177	-0.00307031	
12	-4597.02	0.155636	0.153965	-0.00288616	-0.00307031	
13	-4596.82	0.155636	0.153965	-0.00482631	-0.00307031	
14	-4596.32	0.155636	0.153965	-0.00522092	-0.00307031	
15	-4595.92	0.155636	0.153965	-0.00114332	-0.00307031	
16	-4595.62	0.155636	0.153965	-0.00308346	-0.00307031	
17	-4595.22	0.155636	0.153965	-0.00252444	-0.00307031	
18	-4594.72	0.155636	0.153965	-0.00472766	-0.00307031	
19	-4594.62	0.155636	0.153965	-0.00686511	-0.00307031	
20	-4594.52	0.155636	0.153965	-0.00367537	-0.00307031	
21	-4593.82	0.155636	0.153965	-0.00268886	-0.00307031	
22	-4593.62	0.155636	0.153965	-0.000913128	-0.00307031	
23	-4593.02	0.155636	0.153965	-0.00387268	-0.00307031	
24	-4592.82	0.155636	0.153965	-0.00601013	-0.00307031	
25	-4592.52	0.155636	0.153965	-0.0062732	-0.00307031	
26	-4592.22	0.155636	0.153965	0.00175047	-0.00307031	
27	-4591.72	0.155636	0.153965	-0.00226137	-0.00307031	
28	-4591.42	0.155636	0.153965	-0.00522092	-0.00307031	
29	-4591.12	0.155636	0.153965	-0.00120908	-0.00307031	
30	-4590.72	0.155636	0.153965	-0.00436594	-0.00307031	
31	-4590.22	0.155636	0.153965	-0.00331365	-0.00307031	
32	-4589.82	0.155636	0.153965	-0.00479343	-0.00307031	
33	-4589.42	0.155636	0.153965	-0.00383979	-0.00307031	
34	-4589.12	0.155636	0.153965	-0.00469477	-0.00307031	
35	-4589.02	0.155636	0.153965	-0.00206406	-0.00307031	
36	-4588.72	0.155636	0.153965	-0.00512226	-0.00307031	
37	-4588.42	0.155636	0.153965	-0.0052538	-0.00307031	
38	-4588.02	0.155636	0.153965	-0.00617455	-0.00307031	
39	-4587.82	0.155636	0.153965	-0.00364249	-0.00307031	
40	-4587.22	0.155636	0.153965	-0.00364249	-0.00307031	
41	-4587.12	0.155636	0.153965	-0.00818047	-0.00307031	
42	-4586.62	0.155636	0.153965	-0.00282039	-0.00307031	
43	-4586.22	0.155636	0.153965	-0.00104466	-0.00307031	
44	-4585.92	0.155636	0.153965	0.000106272	-0.00307031	
45	-4585.72	0.155636	0.153965	-0.00107755	-0.00307031	
46	-4585.42	0.155636	0.153965	-0.00808181	-0.00307031	
47	-4585.02	0.155636	0.153965	-0.00489208	-0.00307031	
48	-4584.62	0.155636	0.153965	-0.0060759	-0.00307031	
49	-4584.22	0.155636	0.153965	-0.00581283	-0.00307031	
50	-4584.02	0.155636	0.153965	-0.00397133	-0.00307031	
51	-4583.52	0.155636	0.153965	-0.00601013	-0.00307031	
52	-4583.22	0.155636	0.153965	-0.00354384	-0.00307031	
53	-4583.02	0.155636	0.153965	-0.0042344	-0.00307031	
54	-4582.62	0.155636	0.153965	-0.00591148	-0.00307031	
55	-4582.12	0.155636	0.153965	-0.00193253	-0.00307031	
56	-4582.12	0.155636	0.153965	-0.00624032	-0.00307031	
57	-4581.42	0.155636	0.153965	-0.00120908	-0.00307031	
58	-4581.22	0.155636	0.153965	-0.00183388	-0.00307031	
59	-4580.92	0.155636	0.153965	-0.00183388	-0.00307031	
60	-4580.52	0.155636	0.153965	-0.00571417	-0.00307031	
61	-4580.22	0.155636	0.153965	-0.00923275	-0.00307031	
62	-4579.42	0.155636	0.153965	-0.000682941	-0.00307031	
63	-4579.42	0.155636	0.153965	-0.000946012	-0.00307031	
64	-4578.92	0.155636	0.153965	-0.00367537	-0.00307031	
65	-4578.32	0.155636	0.153965	-0.00482631	-0.00307031	
66	-4578.12	0.155636	0.153965	0.000500879	-0.00307031	
67	-4577.82	0.155636	0.153965	-0.00351095	-0.00307031	
68	-4577.42	0.155636	0.153965	-0.00111043	-0.00307031	
69	-4577.32	0.155636	0.153965	-0.00699665	-0.00307031	
70	-4576.82	0.155636	0.153965	-0.000222567	-0.00307031	
71	-4576.32	0.155636	0.153965	-0.00209695	-0.00307031	
72	-4576.02	0.155636	0.153965	-0.00282039	-0.00307031	
73	-4575.72	0.155636	0.153965	-0.00587859	-0.00307031	
74	-4575.12	0.155636	0.153965	-0.00462901	-0.00307031	
75	-4574.82	0.155636	0.153965	-0.00324788	-0.00307031	
76	-4574.62	0.155636	0.153965	-0.00347807	-0.00307031	
77	-4574.02	0.155636	0.153965	-0.00252444	-0.00307031	
78	-4573.82	0.155636	0.153965	-0.0095287	-0.00307031	
79	-4573.42	0.155636	0.153965	-0.00732548	-0.00307031	
80	-4572.72	0.155636	0.153965	-0.00630608	-0.00307031	
81	-4572.62	0.155636	0.153965	-0.00561552	-0.00307031	
82	-4572.32	0.155636	0.153965	-0.00127485	-0.00307031	
83	-4571.92	0.155636	0.153965	-0.00305058	-0.00307031	
84	-4571.52	0.155636	0.153965	-5.81473E-5	-0.00307031	
85	-4571.42	0.155636	0.153965	-0.00469477	-0.00307031	
86	-4571.02	0.155636	0.153965	-0.00259021	-0.00307031	
87	-4570.62	0.155636	0.153965	-0.00232713	-0.00307031	
88	-4570.32	0.155636	0.153965	-0.00285328	-0.00307031	
89	-4570.02	0.155636	0.153965	-0.00212983	-0.00307031	
90	-4569.62	0.155636	0.153965	-0.00229425	-0.00307031	
91	-4569.22	0.155636	0.153965	-0.00522092	-0.00307031	
92	-4568.92	0.155636	0.153965	-0.00551687	-0.00307031	
93	-4568.52	0.155636	0.153965	-0.00150504	-0.00307031	
94	-4568.42	0.155636	0.153965	0.000336459	-0.00307031	
95	-4567.82	0.155636	0.153965	-0.00229425	-0.00307031	
96	-4567.52	0.155636	0.153965	-0.00143927	-0.00307031	
97	-4567.22	0.155636	0.153965	-0.0023929	-0.00307031	
98	-4567.02	0.155636	0.153965	-0.000123915	-0.00307031	
99	-4566.62	0.155636	0.153965	-0.0023929	-0.00307031	
100	-4566.42	0.155636	0.153965	0.000106272	-0.00307031	
101	-4565.92	0.155636	0.153965	-0.00249155	-0.00307031	
102	-4565.62	0.155636	0.153965	-0.00170234	-0.00307031	
103	-4565.22	0.155636	0.153965	-0.00449747	-0.00307031	
104	-4565.02	0.155636	0.153965	0.0030987	-0.00307031	
105	-4564.52	0.155636	0.153965	0.000106272	-0.00307031	
