# Title: Diode laser frequency scan at 0 V, looking for Stark splitting of n=27.
# Note:	Diode laser frequency scan to find stark splitting at n=27. 0 V applied Top to Bot. SFIP with long (1500 ns) integration gate.
# Type:	Frequency
# Hittite Freq:	NaN
# Hittite: Power	NaN
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	MAX
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	0 V
# Static:	0 V
# Static Off:	NaN
i	f	n	nb	s	sb
0	-4525.02	1	0	0.0439076	0.044927	
1	-4525.02	1	0	0.0457491	0.044927	
2	-4525.02	1	0	0.0472289	0.044927	
3	-4524.92	1	0	0.0468343	0.044927	
4	-4524.92	1	0	0.0445982	0.044927	
5	-4524.92	1	0	0.0453216	0.044927	
6	-4524.92	1	0	0.0421319	0.044927	
7	-4524.92	1	0	0.0461437	0.044927	
8	-4524.82	1	0	0.0467685	0.044927	
9	-4524.82	1	0	0.0442693	0.044927	
10	-4524.82	1	0	0.0436445	0.044927	
11	-4524.82	1	0	0.0450257	0.044927	
12	-4524.72	1	0	0.0439405	0.044927	
13	-4524.72	1	0	0.042658	0.044927	
14	-4524.72	1	0	0.0436445	0.044927	
15	-4524.72	1	0	0.045486	0.044927	
16	-4524.62	1	0	0.0451901	0.044927	
17	-4524.62	1	0	0.0412769	0.044927	
18	-4524.62	1	0	0.0488731	0.044927	
19	-4524.62	1	0	0.0469658	0.044927	
20	-4524.52	1	0	0.0494979	0.044927	
21	-4524.52	1	0	0.0477221	0.044927	
22	-4524.52	1	0	0.0484456	0.044927	
23	-4524.42	1	0	0.0427567	0.044927	
24	-4524.42	1	0	0.0476892	0.044927	
25	-4524.42	1	0	0.0461766	0.044927	
26	-4524.42	1	0	0.0487415	0.044927	
27	-4524.32	1	0	0.0493663	0.044927	
28	-4524.32	1	0	0.0472946	0.044927	
29	-4524.32	1	0	0.0468343	0.044927	
30	-4524.32	1	0	0.0482154	0.044927	
31	-4524.22	1	0	0.0435459	0.044927	
32	-4524.22	1	0	0.0507146	0.044927	
33	-4524.22	1	0	0.0465712	0.044927	
34	-4524.12	1	0	0.0460779	0.044927	
35	-4524.12	1	0	0.04861	0.044927	
36	-4524.12	1	0	0.0446968	0.044927	
37	-4524.02	1	0	0.0482812	0.044927	
38	-4524.02	1	0	0.0455847	0.044927	
39	-4524.02	1	0	0.0466041	0.044927	
40	-4524.02	1	0	0.0415728	0.044927	
41	-4523.92	1	0	0.0470973	0.044927	
42	-4523.92	1	0	0.0466041	0.044927	
43	-4523.92	1	0	0.0474591	0.044927	
44	-4523.82	1	0	0.0469329	0.044927	
45	-4523.82	1	0	0.0492019	0.044927	
46	-4523.82	1	0	0.0448612	0.044927	
47	-4523.72	1	0	0.0451243	0.044927	
48	-4523.72	1	0	0.0428224	0.044927	
49	-4523.62	1	0	0.0463081	0.044927	
50	-4523.62	1	0	0.0477221	0.044927	
51	-4523.62	1	0	0.0468671	0.044927	
52	-4523.52	1	0	0.0437103	0.044927	
53	-4523.52	1	0	0.0461766	0.044927	
54	-4523.52	1	0	0.0454203	0.044927	
55	-4523.52	1	0	0.0430526	0.044927	
56	-4523.42	1	0	0.0476235	0.044927	
57	-4523.42	1	0	0.0464725	0.044927	
58	-4523.32	1	0	0.0441707	0.044927	
59	-4523.32	1	0	0.0452887	0.044927	
60	-4523.32	1	0	0.0466698	0.044927	
61	-4523.22	1	0	0.0405863	0.044927	
62	-4523.22	1	0	0.0424278	0.044927	
63	-4523.22	1	0	0.0428553	0.044927	
64	-4523.22	1	0	0.0451901	0.044927	
65	-4523.12	1	0	0.0447626	0.044927	
66	-4523.12	1	0	0.0413755	0.044927	
67	-4523.02	1	0	0.0437103	0.044927	
68	-4523.02	1	0	0.043217	0.044927	
69	-4522.92	1	0	0.0434143	0.044927	
70	-4522.92	1	0	0.0424607	0.044927	
71	-4522.92	1	0	0.0419017	0.044927	
72	-4522.92	1	0	0.0458149	0.044927	
73	-4522.82	1	0	0.0430197	0.044927	
74	-4522.82	1	0	0.0444995	0.044927	
75	-4522.82	1	0	0.0438089	0.044927	
76	-4522.82	1	0	0.0398958	0.044927	
77	-4522.72	1	0	0.0490704	0.044927	
78	-4522.72	1	0	0.0438089	0.044927	
79	-4522.72	1	0	0.0449928	0.044927	
80	-4522.62	1	0	0.0441049	0.044927	
81	-4522.62	1	0	0.0412769	0.044927	
82	-4522.62	1	0	0.0444337	0.044927	
83	-4522.62	1	0	0.0467027	0.044927	
84	-4522.52	1	0	0.0433815	0.044927	
85	-4522.52	1	0	0.0411125	0.044927	
86	-4522.52	1	0	0.0380214	0.044927	
87	-4522.42	1	0	0.0446968	0.044927	
88	-4522.42	1	0	0.045782	0.044927	
89	-4522.42	1	0	0.0453545	0.044927	
90	-4522.32	1	0	0.0455189	0.044927	
91	-4522.32	1	0	0.0447955	0.044927	
92	-4522.22	1	0	0.0443022	0.044927	
93	-4522.22	1	0	0.0440063	0.044927	
94	-4522.22	1	0	0.0428224	0.044927	
95	-4522.22	1	0	0.0439076	0.044927	
96	-4522.22	1	0	0.0424278	0.044927	
97	-4522.12	1	0	0.045782	0.044927	
98	-4522.12	1	0	0.0422305	0.044927	
99	-4522.12	1	0	0.0430197	0.044927	
100	-4522.02	1	0	0.0444337	0.044927	
101	-4522.02	1	0	0.0425922	0.044927	
102	-4521.92	1	0	0.0446639	0.044927	
103	-4521.92	1	0	0.0447955	0.044927	
104	-4521.92	1	0	0.0453545	0.044927	
105	-4521.82	1	0	0.0401917	0.044927	
106	-4521.82	1	0	0.0441707	0.044927	
