# Title: Diode laser frequency scan at 40 V, looking for Stark splitting of n=27.
# Note:	Diode laser frequency scan to find stark splitting at n=27. +40 V applied Top to Bot. SFIP with long (1500 ns) integration gate.
# Type:	Frequency
# Hittite Freq:	NaN
# Hittite: Power	NaN
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	MAX
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	0 V
# Static:	+40 V
# Static Off:	NaN
i	f	n	nb	s	sb
0	-4525.32	1	0	0.0332532	0.0345949	
1	-4525.82	1	0	0.0303594	0.0345949	
2	-4525.72	1	0	0.0380214	0.0345949	
3	-4525.72	1	0	0.0331875	0.0345949	
4	-4525.72	1	0	0.0347659	0.0345949	
5	-4525.72	1	0	0.0344699	0.0345949	
6	-4525.72	1	0	0.0315104	0.0345949	
7	-4525.62	1	0	0.0365416	0.0345949	
8	-4525.62	1	0	0.0334176	0.0345949	
9	-4525.62	1	0	0.033878	0.0345949	
10	-4525.52	1	0	0.0354236	0.0345949	
11	-4525.52	1	0	0.0315761	0.0345949	
12	-4525.52	1	0	0.0365416	0.0345949	
13	-4525.42	1	0	0.040389	0.0345949	
14	-4525.42	1	0	0.0339438	0.0345949	
15	-4525.42	1	0	0.0343713	0.0345949	
16	-4525.42	1	0	0.0333848	0.0345949	
17	-4525.32	1	0	0.0388764	0.0345949	
18	-4525.32	1	0	0.0342069	0.0345949	
19	-4525.32	1	0	0.0308856	0.0345949	
20	-4525.32	1	0	0.036706	0.0345949	
21	-4525.32	1	0	0.0317406	0.0345949	
22	-4525.22	1	0	0.0369362	0.0345949	
23	-4525.22	1	0	0.0353907	0.0345949	
24	-4525.22	1	0	0.0373966	0.0345949	
25	-4525.12	1	0	0.0318392	0.0345949	
26	-4525.12	1	0	0.0334176	0.0345949	
27	-4525.12	1	0	0.0352591	0.0345949	
28	-4525.12	1	0	0.0338122	0.0345949	
29	-4525.02	1	0	0.0320036	0.0345949	
30	-4525.02	1	0	0.0292085	0.0345949	
31	-4525.02	1	0	0.0345028	0.0345949	
32	-4525.02	1	0	0.0353578	0.0345949	
33	-4524.92	1	0	0.0333848	0.0345949	
34	-4524.92	1	0	0.034174	0.0345949	
35	-4524.92	1	0	0.0300306	0.0345949	
36	-4524.82	1	0	0.0362457	0.0345949	
37	-4524.82	1	0	0.039271	0.0345949	
38	-4524.82	1	0	0.0343713	0.0345949	
39	-4524.82	1	0	0.0370349	0.0345949	
40	-4524.72	1	0	0.0377254	0.0345949	
41	-4524.72	1	0	0.0345028	0.0345949	
42	-4524.72	1	0	0.0495636	0.0345949	
43	-4524.62	1	0	0.0470645	0.0345949	
44	-4524.62	1	0	0.0432828	0.0345949	
45	-4524.62	1	0	0.0430526	0.0345949	
46	-4524.62	1	0	0.0427567	0.0345949	
47	-4524.52	1	0	0.0416057	0.0345949	
48	-4524.52	1	0	0.0357853	0.0345949	
49	-4524.52	1	0	0.0362457	0.0345949	
50	-4524.52	1	0	0.0359497	0.0345949	
51	-4524.42	1	0	0.0368704	0.0345949	
52	-4524.42	1	0	0.0336149	0.0345949	
53	-4524.42	1	0	0.0349632	0.0345949	
54	-4524.32	1	0	0.0396985	0.0345949	
55	-4524.32	1	0	0.0369362	0.0345949	
56	-4524.32	1	0	0.0351934	0.0345949	
57	-4524.32	1	0	0.0281891	0.0345949	
58	-4524.22	1	0	0.0349632	0.0345949	
59	-4524.22	1	0	0.0312473	0.0345949	
60	-4524.22	1	0	0.036147	0.0345949	
61	-4524.12	1	0	0.0359168	0.0345949	
62	-4524.12	1	0	0.0395669	0.0345949	
63	-4524.12	1	0	0.0325298	0.0345949	
64	-4524.12	1	0	0.0347001	0.0345949	
65	-4524.02	1	0	0.0339109	0.0345949	
66	-4524.02	1	0	0.0449928	0.0345949	
67	-4524.02	1	0	0.0508132	0.0345949	
68	-4523.92	1	0	0.049728	0.0345949	
69	-4523.92	1	0	0.0501227	0.0345949	
70	-4523.92	1	0	0.0361799	0.0345949	
71	-4523.82	1	0	0.0365087	0.0345949	
72	-4523.82	1	0	0.0398958	0.0345949	
73	-4523.72	1	0	0.037002	0.0345949	
74	-4523.72	1	0	0.0380543	0.0345949	
