# Title: Diode Laser Delay Scan, 1.0 dB on Var Attn, 0 V applied, 28 dB on PM, n=27 looking for 2x MWF modulation.
# Note:	Diode Laser Delay Scan, 1.0 dB on Var Attn, 0 V applied, 28 dB on PM, n=27 looking for 2x MWF modulation.
# Type:	Delay
# Hittite Freq:	18511.9 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361359.4 GHz
# Laser Mod:	NaN
# Laser Mod Attn:	28 dB
# MW Attn:	1.0 dB
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	0.00 V
# Static:	0 V
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	46805.000	1.000	0.000	0.186	0.035
1.000	47877.000	1.000	0.000	0.199	0.035
2.000	48949.000	1.000	0.000	0.190	0.035
3.000	50021.000	1.000	0.000	0.196	0.035
4.000	51093.000	1.000	0.000	0.191	0.035
5.000	52165.000	1.000	0.000	0.182	0.035
6.000	53237.000	1.000	0.000	0.186	0.035
7.000	54309.000	1.000	0.000	0.194	0.035
8.000	55380.000	1.000	0.000	0.180	0.035
9.000	56452.000	1.000	0.000	0.197	0.035
10.000	57524.000	1.000	0.000	0.190	0.035
11.000	58596.000	1.000	0.000	0.204	0.035
12.000	59668.000	1.000	0.000	0.197	0.035
13.000	60740.000	1.000	0.000	0.184	0.035
14.000	61812.000	1.000	0.000	0.196	0.035
15.000	62884.000	1.000	0.000	0.192	0.035
16.000	63956.000	1.000	0.000	0.188	0.035
17.000	65028.000	1.000	0.000	0.196	0.035
18.000	66100.000	1.000	0.000	0.191	0.035
19.000	67172.000	1.000	0.000	0.200	0.035
20.000	68244.000	1.000	0.000	0.202	0.035
21.000	69316.000	1.000	0.000	0.188	0.035
22.000	70388.000	1.000	0.000	0.185	0.035
23.000	71460.000	1.000	0.000	0.191	0.035
24.000	72532.000	1.000	0.000	0.188	0.035
25.000	73603.000	1.000	0.000	0.190	0.035
26.000	74675.000	1.000	0.000	0.197	0.035
27.000	75747.000	1.000	0.000	0.193	0.035
28.000	76819.000	1.000	0.000	0.180	0.035
29.000	77891.000	1.000	0.000	0.198	0.035
30.000	78963.000	1.000	0.000	0.190	0.035
31.000	80035.000	1.000	0.000	0.190	0.035
32.000	81107.000	1.000	0.000	0.195	0.035
33.000	82179.000	1.000	0.000	0.197	0.035
34.000	83251.000	1.000	0.000	0.189	0.035
35.000	84323.000	1.000	0.000	0.213	0.035
36.000	85395.000	1.000	0.000	0.191	0.035
37.000	86467.000	1.000	0.000	0.182	0.035
38.000	87539.000	1.000	0.000	0.188	0.035
39.000	88611.000	1.000	0.000	0.185	0.035
40.000	89683.000	1.000	0.000	0.197	0.035
41.000	90755.000	1.000	0.000	0.202	0.035
42.000	91826.000	1.000	0.000	0.204	0.035
43.000	92898.000	1.000	0.000	0.201	0.035
44.000	93970.000	1.000	0.000	0.199	0.035
45.000	95042.000	1.000	0.000	0.190	0.035
46.000	96114.000	1.000	0.000	0.190	0.035
47.000	97186.000	1.000	0.000	0.186	0.035
48.000	98258.000	1.000	0.000	0.198	0.035
49.000	99330.000	1.000	0.000	0.191	0.035
50.000	100402.000	1.000	0.000	0.198	0.035
51.000	101474.000	1.000	0.000	0.184	0.035
52.000	102546.000	1.000	0.000	0.188	0.035
53.000	103618.000	1.000	0.000	0.191	0.035
54.000	104690.000	1.000	0.000	0.188	0.035
55.000	105762.000	1.000	0.000	0.205	0.035
56.000	106834.000	1.000	0.000	0.193	0.035
57.000	107906.000	1.000	0.000	0.193	0.035
58.000	108978.000	1.000	0.000	0.192	0.035
59.000	110049.000	1.000	0.000	0.186	0.035
60.000	111121.000	1.000	0.000	0.200	0.035
61.000	112193.000	1.000	0.000	0.185	0.035
62.000	113265.000	1.000	0.000	0.196	0.035
63.000	114337.000	1.000	0.000	0.204	0.035
64.000	115409.000	1.000	0.000	0.214	0.035
65.000	116481.000	1.000	0.000	0.208	0.035
66.000	117553.000	1.000	0.000	0.206	0.035
67.000	118625.000	1.000	0.000	0.189	0.035
68.000	119697.000	1.000	0.000	0.190	0.035
69.000	120769.000	1.000	0.000	0.185	0.035
70.000	121841.000	1.000	0.000	0.201	0.035
71.000	122913.000	1.000	0.000	0.203	0.035
72.000	123985.000	1.000	0.000	0.193	0.035
73.000	125057.000	1.000	0.000	0.198	0.035
74.000	126129.000	1.000	0.000	0.202	0.035
75.000	127201.000	1.000	0.000	0.206	0.035
76.000	128272.000	1.000	0.000	0.188	0.035
77.000	129344.000	1.000	0.000	0.191	0.035
78.000	130416.000	1.000	0.000	0.197	0.035
79.000	131488.000	1.000	0.000	0.192	0.035
80.000	132560.000	1.000	0.000	0.187	0.035
81.000	133632.000	1.000	0.000	0.185	0.035
82.000	134704.000	1.000	0.000	0.192	0.035
83.000	135776.000	1.000	0.000	0.185	0.035
84.000	136848.000	1.000	0.000	0.188	0.035
85.000	137920.000	1.000	0.000	0.184	0.035
86.000	138992.000	1.000	0.000	0.178	0.035
87.000	140064.000	1.000	0.000	0.180	0.035
88.000	141136.000	1.000	0.000	0.198	0.035
89.000	142208.000	1.000	0.000	0.191	0.035
90.000	143280.000	1.000	0.000	0.182	0.035
91.000	144352.000	1.000	0.000	0.182	0.035
92.000	145424.000	1.000	0.000	0.192	0.035
93.000	146495.000	1.000	0.000	0.183	0.035
94.000	147567.000	1.000	0.000	0.200	0.035
95.000	148639.000	1.000	0.000	0.185	0.035
96.000	149711.000	1.000	0.000	0.199	0.035
97.000	150783.000	1.000	0.000	0.192	0.035
98.000	151855.000	1.000	0.000	0.180	0.035
99.000	152927.000	1.000	0.000	0.188	0.035
100.000	153195.000	1.000	0.000	0.182	0.035
101.000	152123.000	1.000	0.000	0.208	0.035
102.000	151051.000	1.000	0.000	0.197	0.035
103.000	149979.000	1.000	0.000	0.197	0.035
104.000	148907.000	1.000	0.000	0.190	0.035
105.000	147835.000	1.000	0.000	0.179	0.035
106.000	146763.000	1.000	0.000	0.187	0.035
107.000	145691.000	1.000	0.000	0.188	0.035
108.000	144620.000	1.000	0.000	0.197	0.035
109.000	143548.000	1.000	0.000	0.198	0.035
110.000	142476.000	1.000	0.000	0.194	0.035
111.000	141404.000	1.000	0.000	0.190	0.035
112.000	140332.000	1.000	0.000	0.177	0.035
113.000	139260.000	1.000	0.000	0.192	0.035
114.000	138188.000	1.000	0.000	0.188	0.035
