# Title: Diode Laser Delay Scan, 1.0 dB on Var Attn, 0 V applied, 31 dB (0 minimized) on PM, n=27 looking for 2x MWF modulation.
# Note:	Diode Laser Delay Scan, 1.0 dB on Var Attn, 0 V applied, 31 dB (0 minimized) on PM, n=27 looking for 2x MWF modulation.
# Type:	Delay
# Hittite Freq:	18511.9 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361359.4 GHz
# Laser Mod:	2.4
# Laser Mod Attn:	31.0 dB
# MW Attn:	1.0 dB
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	0.00 V
# Static:	0 V
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	46805.000	1.000	0.000	0.039	0.034
1.000	47877.000	1.000	0.000	0.040	0.034
2.000	48949.000	1.000	0.000	0.042	0.034
3.000	50021.000	1.000	0.000	0.045	0.034
4.000	51093.000	1.000	0.000	0.036	0.034
5.000	52165.000	1.000	0.000	0.036	0.034
6.000	53237.000	1.000	0.000	0.040	0.034
7.000	54309.000	1.000	0.000	0.038	0.034
8.000	55380.000	1.000	0.000	0.043	0.034
9.000	56452.000	1.000	0.000	0.045	0.034
10.000	57524.000	1.000	0.000	0.043	0.034
11.000	58596.000	1.000	0.000	0.046	0.034
12.000	59668.000	1.000	0.000	0.051	0.034
13.000	60740.000	1.000	0.000	0.035	0.034
14.000	61812.000	1.000	0.000	0.043	0.034
15.000	62884.000	1.000	0.000	0.045	0.034
16.000	63956.000	1.000	0.000	0.040	0.034
17.000	65028.000	1.000	0.000	0.048	0.034
18.000	66100.000	1.000	0.000	0.048	0.034
19.000	67172.000	1.000	0.000	0.046	0.034
20.000	68244.000	1.000	0.000	0.045	0.034
21.000	69316.000	1.000	0.000	0.043	0.034
22.000	70388.000	1.000	0.000	0.041	0.034
23.000	71460.000	1.000	0.000	0.043	0.034
24.000	72532.000	1.000	0.000	0.038	0.034
25.000	73603.000	1.000	0.000	0.043	0.034
26.000	74675.000	1.000	0.000	0.044	0.034
27.000	75747.000	1.000	0.000	0.042	0.034
28.000	76819.000	1.000	0.000	0.036	0.034
29.000	77891.000	1.000	0.000	0.042	0.034
30.000	78963.000	1.000	0.000	0.039	0.034
31.000	80035.000	1.000	0.000	0.041	0.034
32.000	81107.000	1.000	0.000	0.045	0.034
33.000	82179.000	1.000	0.000	0.044	0.034
34.000	83251.000	1.000	0.000	0.047	0.034
35.000	84323.000	1.000	0.000	0.041	0.034
36.000	85395.000	1.000	0.000	0.039	0.034
37.000	86467.000	1.000	0.000	0.040	0.034
38.000	87539.000	1.000	0.000	0.042	0.034
39.000	88611.000	1.000	0.000	0.048	0.034
40.000	89683.000	1.000	0.000	0.044	0.034
41.000	90755.000	1.000	0.000	0.053	0.034
42.000	91826.000	1.000	0.000	0.049	0.034
43.000	92898.000	1.000	0.000	0.042	0.034
44.000	93970.000	1.000	0.000	0.040	0.034
45.000	95042.000	1.000	0.000	0.044	0.034
46.000	96114.000	1.000	0.000	0.051	0.034
47.000	97186.000	1.000	0.000	0.047	0.034
48.000	98258.000	1.000	0.000	0.050	0.034
49.000	99330.000	1.000	0.000	0.041	0.034
50.000	100402.000	1.000	0.000	0.040	0.034
51.000	101474.000	1.000	0.000	0.040	0.034
52.000	102546.000	1.000	0.000	0.040	0.034
53.000	103618.000	1.000	0.000	0.042	0.034
54.000	104690.000	1.000	0.000	0.036	0.034
55.000	105762.000	1.000	0.000	0.045	0.034
56.000	106834.000	1.000	0.000	0.042	0.034
57.000	107906.000	1.000	0.000	0.040	0.034
58.000	108978.000	1.000	0.000	0.039	0.034
59.000	110049.000	1.000	0.000	0.043	0.034
60.000	111121.000	1.000	0.000	0.045	0.034
61.000	112193.000	1.000	0.000	0.042	0.034
62.000	113265.000	1.000	0.000	0.046	0.034
63.000	114337.000	1.000	0.000	0.046	0.034
64.000	115409.000	1.000	0.000	0.043	0.034
65.000	116481.000	1.000	0.000	0.042	0.034
66.000	117553.000	1.000	0.000	0.039	0.034
67.000	118625.000	1.000	0.000	0.039	0.034
68.000	119697.000	1.000	0.000	0.042	0.034
69.000	120769.000	1.000	0.000	0.048	0.034
70.000	121841.000	1.000	0.000	0.047	0.034
71.000	122913.000	1.000	0.000	0.048	0.034
72.000	123985.000	1.000	0.000	0.047	0.034
73.000	125057.000	1.000	0.000	0.043	0.034
74.000	126129.000	1.000	0.000	0.039	0.034
75.000	127201.000	1.000	0.000	0.042	0.034
76.000	128272.000	1.000	0.000	0.043	0.034
77.000	129344.000	1.000	0.000	0.047	0.034
78.000	130416.000	1.000	0.000	0.044	0.034
79.000	131488.000	1.000	0.000	0.036	0.034
80.000	132560.000	1.000	0.000	0.042	0.034
81.000	133632.000	1.000	0.000	0.041	0.034
82.000	134704.000	1.000	0.000	0.040	0.034
83.000	135776.000	1.000	0.000	0.041	0.034
84.000	136848.000	1.000	0.000	0.041	0.034
85.000	137920.000	1.000	0.000	0.044	0.034
86.000	138992.000	1.000	0.000	0.045	0.034
87.000	140064.000	1.000	0.000	0.042	0.034
88.000	141136.000	1.000	0.000	0.034	0.034
89.000	142208.000	1.000	0.000	0.042	0.034
90.000	143280.000	1.000	0.000	0.042	0.034
91.000	144352.000	1.000	0.000	0.046	0.034
92.000	145424.000	1.000	0.000	0.042	0.034
93.000	146495.000	1.000	0.000	0.038	0.034
94.000	147567.000	1.000	0.000	0.043	0.034
95.000	148639.000	1.000	0.000	0.044	0.034
96.000	149711.000	1.000	0.000	0.041	0.034
97.000	150783.000	1.000	0.000	0.049	0.034
98.000	151855.000	1.000	0.000	0.044	0.034
99.000	152927.000	1.000	0.000	0.046	0.034
100.000	153195.000	1.000	0.000	0.043	0.034
101.000	152123.000	1.000	0.000	0.047	0.034
102.000	151051.000	1.000	0.000	0.038	0.034
103.000	149979.000	1.000	0.000	0.037	0.034
104.000	148907.000	1.000	0.000	0.033	0.034
105.000	147835.000	1.000	0.000	0.036	0.034
106.000	146763.000	1.000	0.000	0.044	0.034
107.000	145691.000	1.000	0.000	0.043	0.034
108.000	144620.000	1.000	0.000	0.045	0.034
109.000	143548.000	1.000	0.000	0.047	0.034
110.000	142476.000	1.000	0.000	0.041	0.034
111.000	141404.000	1.000	0.000	0.039	0.034
112.000	140332.000	1.000	0.000	0.035	0.034
113.000	139260.000	1.000	0.000	0.046	0.034
114.000	138188.000	1.000	0.000	0.043	0.034
115.000	137116.000	1.000	0.000	0.045	0.034
116.000	136044.000	1.000	0.000	0.039	0.034
117.000	134972.000	1.000	0.000	0.040	0.034
118.000	133900.000	1.000	0.000	0.041	0.034
119.000	132828.000	1.000	0.000	0.042	0.034
120.000	131756.000	1.000	0.000	0.042	0.034
121.000	130684.000	1.000	0.000	0.041	0.034
122.000	129612.000	1.000	0.000	0.050	0.034
123.000	128540.000	1.000	0.000	0.042	0.034
124.000	127468.000	1.000	0.000	0.044	0.034
125.000	126397.000	1.000	0.000	0.038	0.034
126.000	125325.000	1.000	0.000	0.042	0.034
127.000	124253.000	1.000	0.000	0.043	0.034
