# Title: Diode Laser Frequency Scan, 40 V Static, n=27.
# Note:	Diode Frequency Scan at n=27, 40 V static, no MW, looking for zero field states.
# Type:	Frequency
# Hittite Freq:	18510.2 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	MAX
# MW Attn:	MAX
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	-0.033 V
# Static:	40 V
# Static Off:	NaN
i	f	n	nb	s	sb
0	-4524.52	1	0	0.0619609	0.0577221	
1	-4524.62	1	0	0.0608757	0.0577221	
2	-4524.52	1	0	0.0569625	0.0577221	
3	-4524.52	1	0	0.0574886	0.0577221	
4	-4524.52	1	0	0.0601194	0.0577221	
5	-4524.52	1	0	0.0613032	0.0577221	
6	-4524.52	1	0	0.0590013	0.0577221	
7	-4524.52	1	0	0.0645258	0.0577221	
8	-4524.52	1	0	0.063046	0.0577221	
9	-4524.52	1	0	0.0629474	0.0577221	
10	-4524.52	1	0	0.057949	0.0577221	
11	-4524.42	1	0	0.0590342	0.0577221	
12	-4524.42	1	0	0.0557129	0.0577221	
13	-4524.42	1	0	0.0562719	0.0577221	
14	-4524.42	1	0	0.0611388	0.0577221	
15	-4524.42	1	0	0.0599549	0.0577221	
16	-4524.42	1	0	0.0603495	0.0577221	
17	-4524.42	1	0	0.0576531	0.0577221	
18	-4524.42	1	0	0.0608428	0.0577221	
19	-4524.32	1	0	0.0568639	0.0577221	
20	-4524.32	1	0	0.0609743	0.0577221	
21	-4524.32	1	0	0.0603495	0.0577221	
22	-4524.32	1	0	0.055417	0.0577221	
23	-4524.32	1	0	0.0571269	0.0577221	
24	-4524.32	1	0	0.0587711	0.0577221	
25	-4524.32	1	0	0.0577846	0.0577221	
26	-4524.22	1	0	0.0563706	0.0577221	
27	-4524.22	1	0	0.0621582	0.0577221	
28	-4524.22	1	0	0.0634735	0.0577221	
29	-4524.22	1	0	0.0621582	0.0577221	
30	-4524.22	1	0	0.0649533	0.0577221	
31	-4524.22	1	0	0.060218	0.0577221	
32	-4524.22	1	0	0.0631447	0.0577221	
33	-4524.22	1	0	0.0643285	0.0577221	
34	-4524.12	1	0	0.0665317	0.0577221	
35	-4524.22	1	0	0.071826	0.0577221	
36	-4524.12	1	0	0.0694913	0.0577221	
37	-4524.12	1	0	0.0710039	0.0577221	
38	-4524.12	1	0	0.072681	0.0577221	
39	-4524.12	1	0	0.0764955	0.0577221	
40	-4524.12	1	0	0.0670907	0.0577221	
41	-4524.12	1	0	0.0686034	0.0577221	
42	-4524.02	1	0	0.0665646	0.0577221	
43	-4524.02	1	0	0.0733387	0.0577221	
44	-4524.02	1	0	0.0697543	0.0577221	
45	-4524.02	1	0	0.0649204	0.0577221	
46	-4524.02	1	0	0.0584423	0.0577221	
47	-4524.02	1	0	0.0636708	0.0577221	
48	-4523.92	1	0	0.064197	0.0577221	
49	-4523.92	1	0	0.0642956	0.0577221	
50	-4523.92	1	0	0.0616978	0.0577221	
51	-4523.92	1	0	0.0612374	0.0577221	
52	-4523.92	1	0	0.0618622	0.0577221	
53	-4523.82	1	0	0.0628487	0.0577221	
54	-4523.82	1	0	0.0599221	0.0577221	
55	-4523.82	1	0	0.0666304	0.0577221	
56	-4523.82	1	0	0.0615334	0.0577221	
57	-4523.82	1	0	0.0603167	0.0577221	
58	-4523.72	1	0	0.0625856	0.0577221	
59	-4523.72	1	0	0.0619609	0.0577221	
60	-4523.72	1	0	0.0579161	0.0577221	
61	-4523.72	1	0	0.0581134	0.0577221	
62	-4523.72	1	0	0.0598563	0.0577221	
63	-4523.72	1	0	0.0515038	0.0577221	
64	-4523.62	1	0	0.0598234	0.0577221	
65	-4523.62	1	0	0.0637037	0.0577221	
66	-4523.62	1	0	0.0593301	0.0577221	
67	-4523.62	1	0	0.0601194	0.0577221	
68	-4523.62	1	0	0.0630131	0.0577221	
69	-4523.62	1	0	0.0645916	0.0577221	
70	-4523.52	1	0	0.0558444	0.0577221	
71	-4523.52	1	0	0.0605468	0.0577221	
72	-4523.52	1	0	0.0565021	0.0577221	
73	-4523.52	1	0	0.063901	0.0577221	
74	-4523.52	1	0	0.0640325	0.0577221	
75	-4523.42	1	0	0.0696228	0.0577221	
76	-4523.42	1	0	0.0597247	0.0577221	
77	-4523.42	1	0	0.0711683	0.0577221	
78	-4523.42	1	0	0.0730756	0.0577221	
79	-4523.42	1	0	0.0705107	0.0577221	
80	-4523.32	1	0	0.071267	0.0577221	
81	-4523.32	1	0	0.07495	0.0577221	
82	-4523.32	1	0	0.0765942	0.0577221	
83	-4523.32	1	0	0.0674853	0.0577221	
84	-4523.32	1	0	0.0639997	0.0577221	
85	-4523.32	1	0	0.0673209	0.0577221	
86	-4523.32	1	0	0.0640983	0.0577221	
87	-4523.32	1	0	0.061073	0.0577221	
88	-4523.32	1	0	0.0586396	0.0577221	
89	-4523.22	1	0	0.0606126	0.0577221	
90	-4523.22	1	0	0.0614676	0.0577221	
91	-4523.22	1	0	0.0600207	0.0577221	
92	-4523.22	1	0	0.0645916	0.0577221	
93	-4523.12	1	0	0.0645587	0.0577221	
94	-4523.12	1	0	0.0642627	0.0577221	
95	-4523.12	1	0	0.0598234	0.0577221	
96	-4523.12	1	0	0.0619609	0.0577221	
97	-4523.12	1	0	0.0688336	0.0577221	
98	-4523.12	1	0	0.0657425	0.0577221	
99	-4523.02	1	0	0.0632104	0.0577221	
100	-4523.02	1	0	0.0634406	0.0577221	
