# Title: Diode Laser Delay Scan with MW, Static, and PM
# Note:	Diode Laser Delay Scan w/ Norm, 17.0 dB on MW Var Attn, 40 V applied, 35 dB on PM Var Attn (1.4), n=27 looking for modulation at the MW period. Laser tuned to middle-most slightly red Stark State, looking expecting smaller modulation at 1x.
# Type:	Delay
# Hittite Freq:	18510.2 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361359.2 GHz
# Laser Mod:	NaN
# Laser Mod Attn:	35 dB
# MW Attn:	11.0 dB
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	-0.033 V
# Static:	40 V
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	46807.000	1.000	0.000	0.098	0.066
1.000	47879.000	1.000	0.000	0.108	0.066
2.000	48950.000	1.000	0.000	0.099	0.066
3.000	50022.000	1.000	0.000	0.100	0.066
4.000	51094.000	1.000	0.000	0.097	0.066
5.000	52166.000	1.000	0.000	0.099	0.066
6.000	53238.000	1.000	0.000	0.110	0.066
7.000	54310.000	1.000	0.000	0.107	0.066
8.000	55382.000	1.000	0.000	0.102	0.066
9.000	56454.000	1.000	0.000	0.095	0.066
10.000	57526.000	1.000	0.000	0.099	0.066
11.000	58598.000	1.000	0.000	0.098	0.066
12.000	59670.000	1.000	0.000	0.095	0.066
13.000	60741.000	1.000	0.000	0.095	0.066
14.000	61813.000	1.000	0.000	0.097	0.066
15.000	62885.000	1.000	0.000	0.101	0.066
16.000	63957.000	1.000	0.000	0.102	0.066
17.000	65029.000	1.000	0.000	0.100	0.066
18.000	66101.000	1.000	0.000	0.106	0.066
19.000	67173.000	1.000	0.000	0.104	0.066
20.000	68245.000	1.000	0.000	0.098	0.066
21.000	69317.000	1.000	0.000	0.114	0.066
22.000	70389.000	1.000	0.000	0.101	0.066
23.000	71460.000	1.000	0.000	0.096	0.066
24.000	72532.000	1.000	0.000	0.096	0.066
25.000	73604.000	1.000	0.000	0.095	0.066
26.000	74676.000	1.000	0.000	0.091	0.066
27.000	75748.000	1.000	0.000	0.097	0.066
28.000	76820.000	1.000	0.000	0.092	0.066
29.000	77892.000	1.000	0.000	0.099	0.066
30.000	78964.000	1.000	0.000	0.097	0.066
31.000	80036.000	1.000	0.000	0.099	0.066
32.000	81108.000	1.000	0.000	0.099	0.066
33.000	82180.000	1.000	0.000	0.107	0.066
