# Title: Diode Laser Frequency Scan, Zero Field, n=27.
# Note:	Diode Frequency Scan at n=27, No static, no MW, looking for zero field states.
# Type:	Frequency
# Hittite Freq:	18510.2 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	MAX
# MW Attn:	MAX
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	-0.033 V
# Static:	0 V
# Static Off:	NaN
i	f	n	nb	s	sb
0	-4512.52	1	0	0.0125364	0.00601551	
1	-4512.52	1	0	0.0179622	0.00601551	
2	-4512.52	1	0	0.00997144	0.00601551	
3	-4512.52	1	0	0.0160221	0.00601551	
4	-4512.42	1	0	0.00563076	0.00601551	
5	-4512.42	1	0	0.0108593	0.00601551	
6	-4512.42	1	0	0.0123062	0.00601551	
7	-4512.42	1	0	0.0100701	0.00601551	
8	-4512.42	1	0	0.0117143	0.00601551	
9	-4512.42	1	0	0.0118129	0.00601551	
10	-4512.42	1	0	0.0117143	0.00601551	
11	-4512.42	1	0	0.0096426	0.00601551	
12	-4512.42	1	0	0.0137202	0.00601551	
13	-4512.32	1	0	0.00898492	0.00601551	
14	-4512.32	1	0	0.00842589	0.00601551	
15	-4512.32	1	0	0.00773533	0.00601551	
16	-4512.32	1	0	0.0111224	0.00601551	
17	-4512.32	1	0	0.0101359	0.00601551	
18	-4512.32	1	0	0.00908357	0.00601551	
19	-4512.22	1	0	0.00941241	0.00601551	
20	-4512.22	1	0	0.00783398	0.00601551	
21	-4512.22	1	0	0.00783398	0.00601551	
22	-4512.22	1	0	0.0025068	0.00601551	
23	-4512.22	1	0	0.00645286	0.00601551	
24	-4512.12	1	0	0.00819571	0.00601551	
25	-4512.22	1	0	0.00599249	0.00601551	
26	-4512.12	1	0	0.0109251	0.00601551	
27	-4512.12	1	0	0.00806417	0.00601551	
28	-4512.12	1	0	0.0119774	0.00601551	
29	-4512.12	1	0	0.00911645	0.00601551	
30	-4512.02	1	0	0.010103	0.00601551	
31	-4512.02	1	0	0.0101359	0.00601551	
32	-4512.02	1	0	0.00796552	0.00601551	
33	-4512.02	1	0	0.00586095	0.00601551	
34	-4512.02	1	0	0.0113854	0.00601551	
35	-4511.92	1	0	0.0088205	0.00601551	
36	-4511.92	1	0	0.0100701	0.00601551	
37	-4511.92	1	0	0.00704477	0.00601551	
38	-4511.92	1	0	0.00924799	0.00601551	
39	-4511.92	1	0	0.00993855	0.00601551	
40	-4511.92	1	0	0.0124706	0.00601551	
41	-4511.92	1	0	0.00536769	0.00601551	
42	-4511.82	1	0	0.00997144	0.00601551	
43	-4511.82	1	0	0.0137531	0.00601551	
44	-4511.82	1	0	0.00941241	0.00601551	
45	-4511.82	1	0	0.00812994	0.00601551	
46	-4511.82	1	0	0.0104647	0.00601551	
47	-4511.72	1	0	0.0155946	0.00601551	
48	-4511.72	1	0	0.0109908	0.00601551	
49	-4511.72	1	0	0.00944529	0.00601551	
50	-4511.72	1	0	0.00878762	0.00601551	
51	-4511.62	1	0	0.0119774	0.00601551	
52	-4511.62	1	0	0.0096426	0.00601551	
53	-4511.62	1	0	0.00941241	0.00601551	
54	-4511.62	1	0	0.0118458	0.00601551	
55	-4511.62	1	0	0.0124048	0.00601551	
56	-4511.62	1	0	0.0104647	0.00601551	
57	-4511.62	1	0	0.013786	0.00601551	
58	-4511.62	1	0	0.0120102	0.00601551	
59	-4511.52	1	0	0.00970836	0.00601551	
60	-4511.52	1	0	0.0147396	0.00601551	
61	-4511.52	1	0	0.0114183	0.00601551	
62	-4511.52	1	0	0.00803129	0.00601551	
63	-4511.42	1	0	0.00908357	0.00601551	
64	-4511.42	1	0	0.0120431	0.00601551	
65	-4511.42	1	0	0.0159234	0.00601551	
66	-4511.42	1	0	0.0148382	0.00601551	
67	-4511.42	1	0	0.0140819	0.00601551	
68	-4511.32	1	0	0.0175347	0.00601551	
69	-4511.32	1	0	0.0162194	0.00601551	
70	-4511.32	1	0	0.0176663	0.00601551	
71	-4511.32	1	0	0.00980702	0.00601551	
72	-4511.32	1	0	0.0231579	0.00601551	
73	-4511.22	1	0	0.022566	0.00601551	
74	-4511.22	1	0	0.0221056	0.00601551	
75	-4511.22	1	0	0.0221385	0.00601551	
76	-4511.22	1	0	0.0186857	0.00601551	
77	-4511.22	1	0	0.0277616	0.00601551	
78	-4511.12	1	0	0.0269395	0.00601551	
79	-4511.12	1	0	0.0282878	0.00601551	
80	-4511.02	1	0	0.0260517	0.00601551	
