# Title: Diode Laser Delay Scan with MW, Static, and PM
# Note:	Diode Laser Delay Scan w/ Norm, 17.0 dB on MW Var Attn, 40 V applied, 35 dB on PM Var Attn (1.4), n=27 looking for modulation at the MW period. Laser tuned to Reddest Stark State, looking at smaller field expecting smaller modulation at 1x.
# Type:	Delay
# Hittite Freq:	18510.2 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361350.8 GHz
# Laser Mod:	NaN
# Laser Mod Attn:	35 dB
# MW Attn:	17.0 dB
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	-0.033 V
# Static:	40 V
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	46807.000	1.000	0.000	0.201	0.054
1.000	47879.000	1.000	0.000	0.195	0.054
2.000	48950.000	1.000	0.000	0.198	0.054
3.000	50022.000	1.000	0.000	0.165	0.054
4.000	51094.000	1.000	0.000	0.161	0.054
5.000	52166.000	1.000	0.000	0.137	0.054
6.000	53238.000	1.000	0.000	0.124	0.054
7.000	54310.000	1.000	0.000	0.116	0.054
8.000	55382.000	1.000	0.000	0.126	0.054
9.000	56454.000	1.000	0.000	0.140	0.054
10.000	57526.000	1.000	0.000	0.170	0.054
11.000	58598.000	1.000	0.000	0.181	0.054
12.000	59670.000	1.000	0.000	0.191	0.054
13.000	60741.000	1.000	0.000	0.199	0.054
14.000	61813.000	1.000	0.000	0.217	0.054
15.000	62885.000	1.000	0.000	0.224	0.054
16.000	63957.000	1.000	0.000	0.203	0.054
17.000	65029.000	1.000	0.000	0.189	0.054
18.000	66101.000	1.000	0.000	0.177	0.054
19.000	67173.000	1.000	0.000	0.161	0.054
20.000	68245.000	1.000	0.000	0.135	0.054
21.000	69317.000	1.000	0.000	0.130	0.054
22.000	70389.000	1.000	0.000	0.119	0.054
23.000	71460.000	1.000	0.000	0.143	0.054
24.000	72532.000	1.000	0.000	0.145	0.054
25.000	73604.000	1.000	0.000	0.159	0.054
26.000	74676.000	1.000	0.000	0.165	0.054
27.000	75748.000	1.000	0.000	0.210	0.054
28.000	76820.000	1.000	0.000	0.211	0.054
29.000	77892.000	1.000	0.000	0.220	0.054
30.000	78964.000	1.000	0.000	0.235	0.054
31.000	80036.000	1.000	0.000	0.201	0.054
32.000	81108.000	1.000	0.000	0.185	0.054
33.000	82180.000	1.000	0.000	0.172	0.054
34.000	83251.000	1.000	0.000	0.144	0.054
35.000	84323.000	1.000	0.000	0.137	0.054
36.000	85395.000	1.000	0.000	0.121	0.054
37.000	86467.000	1.000	0.000	0.126	0.054
38.000	87539.000	1.000	0.000	0.132	0.054
39.000	88611.000	1.000	0.000	0.149	0.054
40.000	89683.000	1.000	0.000	0.171	0.054
41.000	90755.000	1.000	0.000	0.180	0.054
42.000	91827.000	1.000	0.000	0.209	0.054
43.000	92899.000	1.000	0.000	0.221	0.054
44.000	93971.000	1.000	0.000	0.232	0.054
45.000	95042.000	1.000	0.000	0.219	0.054
46.000	96114.000	1.000	0.000	0.213	0.054
47.000	97186.000	1.000	0.000	0.170	0.054
48.000	98258.000	1.000	0.000	0.162	0.054
49.000	99330.000	1.000	0.000	0.137	0.054
50.000	100402.000	1.000	0.000	0.119	0.054
51.000	101474.000	1.000	0.000	0.115	0.054
52.000	102546.000	1.000	0.000	0.113	0.054
53.000	103618.000	1.000	0.000	0.119	0.054
54.000	104690.000	1.000	0.000	0.140	0.054
55.000	105761.000	1.000	0.000	0.159	0.054
56.000	106833.000	1.000	0.000	0.177	0.054
57.000	107905.000	1.000	0.000	0.197	0.054
