# MW Resoncance Scan w/ the Dye laser.
# Hittite at 18510.6 MHz & 18.6 dBm
# MW Attn at 20 dB
i	f	s
90.000	-28.401	0.086
91.000	-28.046	0.097
92.000	-27.691	0.099
93.000	-27.336	0.103
94.000	-26.981	0.090
95.000	-26.626	0.090
96.000	-26.270	0.096
97.000	-25.915	0.094
98.000	-25.560	0.097
99.000	-25.205	0.094
100.000	-24.850	0.094
101.000	-24.495	0.091
102.000	-24.140	0.099
103.000	-23.784	0.098
104.000	-23.429	0.098
105.000	-23.074	0.098
106.000	-22.719	0.087
107.000	-22.364	0.106
108.000	-22.009	0.103
109.000	-21.654	0.092
110.000	-21.298	0.092
111.000	-20.943	0.091
112.000	-20.588	0.103
113.000	-20.233	0.101
114.000	-19.878	0.104
115.000	-19.523	0.106
116.000	-19.168	0.096
117.000	-18.812	0.104
118.000	-18.457	0.102
119.000	-18.102	0.103
120.000	-17.747	0.112
121.000	-17.392	0.118
122.000	-17.037	0.113
123.000	-16.681	0.115
124.000	-16.326	0.114
125.000	-15.971	0.110
126.000	-15.616	0.114
127.000	-15.261	0.120
128.000	-14.906	0.114
129.000	-14.551	0.114
130.000	-14.195	0.112
131.000	-13.840	0.125
132.000	-13.485	0.119
133.000	-13.130	0.112
134.000	-12.775	0.118
135.000	-12.420	0.119
136.000	-12.065	0.114
137.000	-11.709	0.122
138.000	-11.354	0.129
139.000	-10.999	0.114
140.000	-10.644	0.112
141.000	-10.289	0.104
142.000	-9.934	0.111
143.000	-9.578	0.121
144.000	-9.223	0.124
145.000	-8.868	0.128
146.000	-8.513	0.122
147.000	-8.158	0.118
148.000	-7.803	0.119
149.000	-7.448	0.116
150.000	-7.092	0.110
151.000	-6.737	0.116
152.000	-6.382	0.099
153.000	-6.027	0.099
154.000	-5.672	0.106
155.000	-5.317	0.099
156.000	-4.962	0.106
157.000	-4.606	0.089
158.000	-4.251	0.095
159.000	-3.896	0.089
160.000	-3.541	0.094
161.000	-3.186	0.097
162.000	-2.831	0.088
163.000	-2.475	0.086
164.000	-2.120	0.087
165.000	-1.765	0.084
166.000	-1.410	0.082
167.000	-1.055	0.082
168.000	-0.700	0.081
169.000	-0.345	0.079
170.000	0.011	0.081
171.000	0.366	0.075
172.000	0.721	0.082
173.000	1.076	0.073
174.000	1.431	0.067
175.000	1.786	0.066
176.000	2.141	0.062
177.000	2.497	0.068
178.000	2.852	0.057
179.000	3.207	0.060
180.000	3.562	0.065
181.000	3.917	0.066
182.000	4.272	0.068
183.000	4.628	0.071
184.000	4.983	0.073
185.000	5.338	0.066
186.000	5.693	0.067
187.000	6.048	0.065
188.000	6.403	0.071
189.000	6.758	0.070
190.000	7.114	0.071
191.000	7.469	0.068
192.000	7.824	0.070
193.000	8.179	0.072
194.000	8.534	0.072
195.000	8.889	0.067
196.000	9.244	0.068
197.000	9.600	0.071
198.000	9.955	0.074
199.000	10.310	0.069
200.000	10.665	0.069
201.000	11.020	0.067
202.000	11.375	0.070
203.000	11.730	0.071
204.000	12.086	0.067
205.000	12.441	0.072
206.000	12.796	0.076
207.000	13.151	0.073
208.000	13.506	0.076
209.000	13.861	0.072
210.000	14.217	0.073
211.000	14.572	0.071
212.000	14.927	0.065
213.000	15.282	0.068
214.000	15.637	0.072
215.000	15.992	0.068
216.000	16.347	0.070
217.000	16.703	0.076
218.000	17.058	0.075
219.000	17.413	0.072
220.000	17.768	0.078
221.000	18.123	0.080
222.000	18.478	0.082
223.000	18.833	0.083
224.000	19.189	0.080
225.000	19.544	0.077
226.000	19.899	0.081
227.000	20.254	0.078
228.000	20.609	0.073
229.000	20.964	0.073
230.000	21.320	0.074
231.000	21.675	0.085
232.000	22.030	0.080
233.000	22.385	0.079
234.000	22.740	0.079
235.000	23.095	0.078
236.000	23.450	0.078
237.000	23.806	0.085
238.000	24.161	0.079
239.000	24.516	0.090
240.000	24.871	0.085
241.000	25.226	0.085
242.000	25.581	0.079
243.000	25.936	0.080
244.000	26.292	0.074
245.000	26.647	0.078
246.000	27.002	0.076
247.000	27.357	0.076
248.000	27.712	0.077
249.000	28.067	0.081
250.000	28.423	0.077
251.000	28.778	0.074
252.000	29.133	0.072
253.000	29.488	0.071
254.000	29.843	0.073
255.000	30.198	0.076
256.000	30.553	0.080
257.000	30.909	0.086
258.000	31.264	0.078
259.000	31.619	0.072
260.000	31.974	0.071
261.000	32.329	0.069
262.000	32.684	0.064
263.000	33.039	0.073
264.000	33.395	0.070
265.000	33.750	0.069
266.000	34.105	0.069
267.000	34.460	0.064
268.000	34.815	0.063
269.000	35.170	0.063
270.000	35.526	0.059
271.000	35.881	0.062
272.000	36.236	0.060
273.000	36.591	0.064
274.000	36.946	0.061
275.000	37.301	0.064
276.000	37.656	0.061
277.000	38.012	0.063
278.000	38.367	0.064
279.000	38.722	0.067
280.000	39.077	0.062
281.000	39.432	0.059
282.000	39.787	0.062
283.000	40.142	0.066
284.000	40.498	0.064
285.000	40.853	0.064
286.000	41.208	0.067
287.000	41.563	0.065
288.000	41.918	0.066
289.000	42.273	0.064
290.000	42.629	0.063
291.000	42.984	0.061
292.000	43.339	0.057
293.000	43.694	0.059
294.000	44.049	0.062
295.000	44.404	0.058
296.000	44.759	0.059
297.000	45.115	0.055
298.000	45.470	0.056
299.000	45.825	0.055
300.000	46.180	0.050
0.000	-60.266	0.105
1.000	-59.911	0.119
2.000	-59.557	0.120
3.000	-59.202	0.132
4.000	-58.848	0.116
5.000	-58.493	0.129
6.000	-58.139	0.127
7.000	-57.784	0.124
8.000	-57.430	0.122
9.000	-57.075	0.119
10.000	-56.721	0.132
11.000	-56.366	0.130
12.000	-56.012	0.125
13.000	-55.657	0.123
14.000	-55.303	0.128
15.000	-54.948	0.128
16.000	-54.594	0.131
17.000	-54.239	0.135
18.000	-53.885	0.127
19.000	-53.530	0.137
20.000	-53.176	0.139
21.000	-52.821	0.128
22.000	-52.467	0.129
23.000	-52.112	0.134
24.000	-51.758	0.133
25.000	-51.403	0.142
26.000	-51.049	0.128
27.000	-50.694	0.136
28.000	-50.340	0.133
29.000	-49.985	0.126
30.000	-49.631	0.131
31.000	-49.276	0.134
32.000	-48.922	0.132
33.000	-48.568	0.139
34.000	-48.213	0.147
35.000	-47.859	0.142
36.000	-47.504	0.137
37.000	-47.150	0.133
38.000	-46.795	0.142
39.000	-46.441	0.140
40.000	-46.086	0.139
41.000	-45.732	0.132
42.000	-45.377	0.133
43.000	-45.023	0.129
44.000	-44.668	0.138
45.000	-44.314	0.135
46.000	-43.959	0.130
47.000	-43.605	0.130
48.000	-43.250	0.136
49.000	-42.896	0.122
50.000	-42.541	0.126
51.000	-42.187	0.122
52.000	-41.832	0.125
53.000	-41.478	0.113
54.000	-41.123	0.114
55.000	-40.769	0.111
56.000	-40.414	0.119
57.000	-40.060	0.122
58.000	-39.705	0.119
59.000	-39.351	0.116
60.000	-38.996	0.112
61.000	-38.642	0.109
62.000	-38.287	0.111
63.000	-37.933	0.098
64.000	-37.578	0.106
65.000	-37.224	0.095
66.000	-36.870	0.097
67.000	-36.515	0.095
68.000	-36.161	0.095
69.000	-35.806	0.093
70.000	-35.452	0.096
71.000	-35.097	0.094
72.000	-34.743	0.088
73.000	-34.388	0.084
74.000	-34.034	0.091
75.000	-33.679	0.093
76.000	-33.325	0.094
77.000	-32.970	0.098
78.000	-32.616	0.092
79.000	-32.261	0.092
80.000	-31.907	0.093
81.000	-31.552	0.100
82.000	-31.198	0.098
83.000	-30.843	0.102
84.000	-30.489	0.095
85.000	-30.134	0.090
86.000	-29.780	0.094
87.000	-29.425	0.085
88.000	-29.071	0.100
89.000	-28.716	0.100
90.000	-28.362	0.100
91.000	-28.007	0.113
92.000	-27.653	0.105
93.000	-27.298	0.106
94.000	-26.944	0.103
95.000	-26.589	0.099
96.000	-26.235	0.097
97.000	-25.880	0.090
98.000	-25.526	0.096
99.000	-25.171	0.097
100.000	-24.817	0.100
101.000	-24.463	0.103
102.000	-24.108	0.096
103.000	-23.754	0.094
104.000	-23.399	0.093
105.000	-23.045	0.098
106.000	-22.690	0.100
107.000	-22.336	0.096
108.000	-21.981	0.105
109.000	-21.627	0.107
110.000	-21.272	0.106
111.000	-20.918	0.105
112.000	-20.563	0.103
113.000	-20.209	0.113
114.000	-19.854	0.112
115.000	-19.500	0.104
116.000	-19.145	0.101
117.000	-18.791	0.105
118.000	-18.436	0.107
119.000	-18.082	0.107
120.000	-17.727	0.112
121.000	-17.373	0.108
122.000	-17.018	0.114
123.000	-16.664	0.103
124.000	-16.309	0.113
125.000	-15.955	0.115
126.000	-15.600	0.122
127.000	-15.246	0.108
128.000	-14.891	0.107
129.000	-14.537	0.116
130.000	-14.182	0.110
131.000	-13.828	0.113
132.000	-13.473	0.113
133.000	-13.119	0.112
134.000	-12.765	0.115
135.000	-12.410	0.110
136.000	-12.056	0.101
137.000	-11.701	0.107
138.000	-11.347	0.120
139.000	-10.992	0.122
140.000	-10.638	0.121
141.000	-10.283	0.105
142.000	-9.929	0.111
143.000	-9.574	0.126
144.000	-9.220	0.112
145.000	-8.865	0.107
146.000	-8.511	0.108
147.000	-8.156	0.111
148.000	-7.802	0.101
149.000	-7.447	0.103
150.000	-7.093	0.097
151.000	-6.738	0.097
152.000	-6.384	0.107
153.000	-6.029	0.098
154.000	-5.675	0.105
155.000	-5.320	0.098
156.000	-4.966	0.106
157.000	-4.611	0.096
158.000	-4.257	0.095
159.000	-3.902	0.092
160.000	-3.548	0.100
161.000	-3.193	0.095
162.000	-2.839	0.089
163.000	-2.484	0.091
164.000	-2.130	0.084
165.000	-1.775	0.083
166.000	-1.421	0.085
167.000	-1.067	0.083
168.000	-0.712	0.087
169.000	-0.358	0.081
170.000	-0.003	0.073
171.000	0.351	0.073
172.000	0.706	0.070
173.000	1.060	0.070
174.000	1.415	0.075
175.000	1.769	0.070
176.000	2.124	0.070
177.000	2.478	0.072
178.000	2.833	0.068
179.000	3.187	0.063
180.000	3.542	0.062
181.000	3.896	0.064
182.000	4.251	0.068
183.000	4.605	0.068
184.000	4.960	0.067
185.000	5.314	0.069
186.000	5.669	0.069
187.000	6.023	0.076
188.000	6.378	0.071
189.000	6.732	0.072
190.000	7.087	0.071
191.000	7.441	0.073
192.000	7.796	0.071
193.000	8.150	0.070
194.000	8.505	0.067
195.000	8.859	0.067
196.000	9.214	0.070
197.000	9.568	0.070
198.000	9.923	0.069
199.000	10.277	0.076
200.000	10.631	0.067
201.000	10.986	0.071
202.000	11.340	0.075
203.000	11.695	0.079
204.000	12.049	0.071
205.000	12.404	0.070
206.000	12.758	0.067
207.000	13.113	0.067
208.000	13.467	0.071
209.000	13.822	0.069
210.000	14.176	0.068
211.000	14.531	0.067
212.000	14.885	0.075
213.000	15.240	0.073
214.000	15.594	0.073
215.000	15.949	0.071
216.000	16.303	0.074
217.000	16.658	0.072
218.000	17.012	0.071
219.000	17.367	0.070
220.000	17.721	0.075
221.000	18.076	0.074
222.000	18.430	0.076
223.000	18.785	0.075
224.000	19.139	0.075
225.000	19.494	0.084
226.000	19.848	0.078
227.000	20.203	0.077
228.000	20.557	0.070
229.000	20.912	0.072
230.000	21.266	0.073
231.000	21.621	0.077
232.000	21.975	0.080
233.000	22.330	0.081
234.000	22.684	0.080
235.000	23.038	0.077
236.000	23.393	0.079
237.000	23.747	0.075
238.000	24.102	0.078
239.000	24.456	0.086
240.000	24.811	0.082
241.000	25.165	0.079
242.000	25.520	0.079
243.000	25.874	0.079
244.000	26.229	0.083
245.000	26.583	0.077
246.000	26.938	0.074
247.000	27.292	0.074
248.000	27.647	0.078
249.000	28.001	0.081
250.000	28.356	0.084
251.000	28.710	0.072
252.000	29.065	0.069
253.000	29.419	0.078
254.000	29.774	0.076
255.000	30.128	0.074
256.000	30.483	0.073
257.000	30.837	0.073
258.000	31.192	0.071
259.000	31.546	0.073
260.000	31.901	0.076
261.000	32.255	0.073
262.000	32.610	0.068
263.000	32.964	0.067
264.000	33.319	0.072
265.000	33.673	0.066
266.000	34.028	0.066
267.000	34.382	0.067
268.000	34.736	0.062
269.000	35.091	0.062
270.000	35.445	0.063
271.000	35.800	0.066
272.000	36.154	0.064
273.000	36.509	0.067
274.000	36.863	0.062
275.000	37.218	0.061
276.000	37.572	0.061
277.000	37.927	0.060
278.000	38.281	0.060
279.000	38.636	0.061
280.000	38.990	0.058
281.000	39.345	0.056
282.000	39.699	0.059
283.000	40.054	0.057
284.000	40.408	0.061
285.000	40.763	0.060
286.000	41.117	0.055
287.000	41.472	0.057
288.000	41.826	0.061
289.000	42.181	0.054
290.000	42.535	0.052
291.000	42.890	0.055
292.000	43.244	0.051
293.000	43.599	0.052
294.000	43.953	0.054
295.000	44.308	0.051
296.000	44.662	0.054
297.000	45.017	0.057
298.000	45.371	0.056
299.000	45.726	0.056
300.000	46.080	0.055
0.000	-60.365	0.117
1.000	-60.010	0.121
2.000	-59.655	0.118
3.000	-59.299	0.122
4.000	-58.944	0.119
5.000	-58.589	0.118
6.000	-58.234	0.117
7.000	-57.879	0.118
8.000	-57.524	0.119
9.000	-57.169	0.126
10.000	-56.813	0.134
11.000	-56.458	0.123
12.000	-56.103	0.130
13.000	-55.748	0.127
14.000	-55.393	0.130
15.000	-55.038	0.127
16.000	-54.682	0.123
17.000	-54.327	0.117
18.000	-53.972	0.129
19.000	-53.617	0.140
20.000	-53.262	0.133
21.000	-52.907	0.130
22.000	-52.552	0.128
23.000	-52.196	0.139
24.000	-51.841	0.139
25.000	-51.486	0.138
26.000	-51.131	0.133
27.000	-50.776	0.127
28.000	-50.421	0.134
29.000	-50.066	0.141
30.000	-49.710	0.131
31.000	-49.355	0.131
32.000	-49.000	0.125
33.000	-48.645	0.134
34.000	-48.290	0.131
35.000	-47.935	0.142
36.000	-47.579	0.145
37.000	-47.224	0.132
38.000	-46.869	0.145
39.000	-46.514	0.141
40.000	-46.159	0.137
41.000	-45.804	0.134
42.000	-45.449	0.129
43.000	-45.093	0.130
44.000	-44.738	0.133
45.000	-44.383	0.125
46.000	-44.028	0.120
47.000	-43.673	0.129
48.000	-43.318	0.124
49.000	-42.963	0.125
50.000	-42.607	0.120
51.000	-42.252	0.135
52.000	-41.897	0.118
53.000	-41.542	0.117
54.000	-41.187	0.119
55.000	-40.832	0.107
56.000	-40.476	0.106
57.000	-40.121	0.105
58.000	-39.766	0.107
59.000	-39.411	0.103
60.000	-39.056	0.117
61.000	-38.701	0.104
62.000	-38.346	0.096
63.000	-37.990	0.101
64.000	-37.635	0.100
65.000	-37.280	0.105
66.000	-36.925	0.104
67.000	-36.570	0.097
68.000	-36.215	0.092
69.000	-35.860	0.095
70.000	-35.504	0.093
71.000	-35.149	0.094
72.000	-34.794	0.101
73.000	-34.439	0.095
74.000	-34.084	0.098
75.000	-33.729	0.101
76.000	-33.373	0.100
77.000	-33.018	0.099
78.000	-32.663	0.095
79.000	-32.308	0.092
80.000	-31.953	0.085
81.000	-31.598	0.091
82.000	-31.243	0.090
83.000	-30.887	0.089
84.000	-30.532	0.087
85.000	-30.177	0.093
86.000	-29.822	0.093
87.000	-29.467	0.096
88.000	-29.112	0.093
89.000	-28.757	0.098
90.000	-28.401	0.091
91.000	-28.046	0.087
92.000	-27.691	0.088
93.000	-27.336	0.092
94.000	-26.981	0.092
95.000	-26.626	0.094
96.000	-26.270	0.086
97.000	-25.915	0.088
98.000	-25.560	0.094
99.000	-25.205	0.091
100.000	-24.850	0.091
101.000	-24.495	0.092
102.000	-24.140	0.102
103.000	-23.784	0.103
104.000	-23.429	0.097
105.000	-23.074	0.099
106.000	-22.719	0.089
107.000	-22.364	0.101
108.000	-22.009	0.092
109.000	-21.654	0.098
110.000	-21.298	0.106
111.000	-20.943	0.095
112.000	-20.588	0.092
113.000	-20.233	0.102
114.000	-19.878	0.103
115.000	-19.523	0.102
116.000	-19.168	0.109
117.000	-18.812	0.100
118.000	-18.457	0.107
119.000	-18.102	0.107
120.000	-17.747	0.104
121.000	-17.392	0.103
122.000	-17.037	0.108
123.000	-16.681	0.106
124.000	-16.326	0.106
125.000	-15.971	0.109
126.000	-15.616	0.112
127.000	-15.261	0.116
128.000	-14.906	0.118
129.000	-14.551	0.118
130.000	-14.195	0.107
131.000	-13.840	0.103
132.000	-13.485	0.098
133.000	-13.130	0.106
134.000	-12.775	0.099
135.000	-12.420	0.106
136.000	-12.065	0.102
137.000	-11.709	0.101
138.000	-11.354	0.111
139.000	-10.999	0.105
140.000	-10.644	0.096
141.000	-10.289	0.108
142.000	-9.934	0.105
143.000	-9.578	0.105
144.000	-9.223	0.108
145.000	-8.868	0.106
146.000	-8.513	0.109
147.000	-8.158	0.104
148.000	-7.803	0.111
149.000	-7.448	0.114
150.000	-7.092	0.101
151.000	-6.737	0.106
152.000	-6.382	0.106
153.000	-6.027	0.108
154.000	-5.672	0.099
155.000	-5.317	0.097
156.000	-4.962	0.099
157.000	-4.606	0.096
158.000	-4.251	0.092
159.000	-3.896	0.087
160.000	-3.541	0.098
161.000	-3.186	0.081
162.000	-2.831	0.081
163.000	-2.475	0.083
164.000	-2.120	0.081
165.000	-1.765	0.085
166.000	-1.410	0.079
167.000	-1.055	0.078
168.000	-0.700	0.076
169.000	-0.345	0.074
170.000	0.011	0.074
171.000	0.366	0.075
172.000	0.721	0.071
173.000	1.076	0.069
174.000	1.431	0.069
175.000	1.786	0.065
176.000	2.141	0.064
177.000	2.497	0.064
178.000	2.852	0.069
179.000	3.207	0.070
180.000	3.562	0.067
181.000	3.917	0.068
182.000	4.272	0.074
183.000	4.628	0.066
184.000	4.983	0.067
185.000	5.338	0.064
186.000	5.693	0.068
187.000	6.048	0.067
188.000	6.403	0.066
189.000	6.758	0.061
190.000	7.114	0.067
191.000	7.469	0.072
192.000	7.824	0.064
193.000	8.179	0.063
194.000	8.534	0.066
195.000	8.889	0.063
196.000	9.244	0.068
197.000	9.600	0.068
198.000	9.955	0.067
199.000	10.310	0.068
200.000	10.665	0.073
201.000	11.020	0.072
202.000	11.375	0.069
203.000	11.730	0.071
204.000	12.086	0.065
205.000	12.441	0.068
206.000	12.796	0.073
207.000	13.151	0.070
208.000	13.506	0.070
209.000	13.861	0.073
210.000	14.217	0.071
211.000	14.572	0.070
212.000	14.927	0.076
213.000	15.282	0.069
214.000	15.637	0.071
215.000	15.992	0.067
216.000	16.347	0.065
217.000	16.703	0.070
218.000	17.058	0.071
219.000	17.413	0.072
220.000	17.768	0.071
221.000	18.123	0.073
222.000	18.478	0.074
223.000	18.833	0.076
224.000	19.189	0.075
225.000	19.544	0.076
226.000	19.899	0.071
227.000	20.254	0.072
228.000	20.609	0.075
229.000	20.964	0.076
230.000	21.320	0.068
231.000	21.675	0.073
232.000	22.030	0.073
233.000	22.385	0.080
234.000	22.740	0.074
235.000	23.095	0.079
236.000	23.450	0.081
237.000	23.806	0.076
238.000	24.161	0.077
239.000	24.516	0.076
240.000	24.871	0.075
241.000	25.226	0.077
242.000	25.581	0.075
243.000	25.936	0.074
244.000	26.292	0.078
245.000	26.647	0.078
246.000	27.002	0.077
247.000	27.357	0.078
248.000	27.712	0.076
249.000	28.067	0.072
250.000	28.423	0.076
251.000	28.778	0.077
252.000	29.133	0.076
253.000	29.488	0.074
254.000	29.843	0.079
255.000	30.198	0.077
256.000	30.553	0.071
257.000	30.909	0.074
258.000	31.264	0.073
259.000	31.619	0.073
260.000	31.974	0.065
261.000	32.329	0.065
262.000	32.684	0.062
263.000	33.039	0.066
264.000	33.395	0.062
265.000	33.750	0.065
266.000	34.105	0.062
267.000	34.460	0.061
268.000	34.815	0.063
269.000	35.170	0.060
270.000	35.526	0.058
271.000	35.881	0.054
272.000	36.236	0.052
273.000	36.591	0.057
274.000	36.946	0.058
275.000	37.301	0.059
276.000	37.656	0.056
277.000	38.012	0.057
278.000	38.367	0.058
279.000	38.722	0.058
280.000	39.077	0.058
281.000	39.432	0.057
282.000	39.787	0.055
283.000	40.142	0.052
284.000	40.498	0.057
285.000	40.853	0.053
286.000	41.208	0.053
287.000	41.563	0.056
288.000	41.918	0.055
289.000	42.273	0.055
290.000	42.629	0.056
291.000	42.984	0.059
292.000	43.339	0.058
293.000	43.694	0.062
294.000	44.049	0.057
295.000	44.404	0.059
296.000	44.759	0.057
297.000	45.115	0.058
298.000	45.470	0.057
299.000	45.825	0.061
300.000	46.180	0.062
0.000	-60.363	0.112
1.000	-60.006	0.107
2.000	-59.649	0.106
3.000	-59.291	0.103
4.000	-58.934	0.104
5.000	-58.577	0.118
6.000	-58.220	0.116
7.000	-57.863	0.112
8.000	-57.506	0.113
9.000	-57.149	0.114
10.000	-56.791	0.114
11.000	-56.434	0.126
12.000	-56.077	0.124
13.000	-55.720	0.116
14.000	-55.363	0.113
15.000	-55.006	0.109
16.000	-54.649	0.112
17.000	-54.291	0.120
18.000	-53.934	0.120
19.000	-53.577	0.120
20.000	-53.220	0.119
21.000	-52.863	0.120
22.000	-52.506	0.120
23.000	-52.149	0.121
24.000	-51.791	0.134
25.000	-51.434	0.132
26.000	-51.077	0.125
27.000	-50.720	0.123
28.000	-50.363	0.130
29.000	-50.006	0.120
30.000	-49.649	0.114
31.000	-49.291	0.115
32.000	-48.934	0.132
33.000	-48.577	0.124
34.000	-48.220	0.119
35.000	-47.863	0.126
36.000	-47.506	0.135
37.000	-47.149	0.122
38.000	-46.791	0.123
39.000	-46.434	0.115
40.000	-46.077	0.112
41.000	-45.720	0.124
42.000	-45.363	0.116
43.000	-45.006	0.121
44.000	-44.649	0.116
45.000	-44.291	0.113
46.000	-43.934	0.118
47.000	-43.577	0.111
48.000	-43.220	0.117
49.000	-42.863	0.114
50.000	-42.506	0.106
51.000	-42.149	0.104
52.000	-41.791	0.110
53.000	-41.434	0.103
54.000	-41.077	0.109
55.000	-40.720	0.102
56.000	-40.363	0.106
57.000	-40.006	0.107
58.000	-39.649	0.101
59.000	-39.291	0.113
60.000	-38.934	0.101
61.000	-38.577	0.099
62.000	-38.220	0.103
63.000	-37.863	0.094
64.000	-37.506	0.095
65.000	-37.149	0.089
66.000	-36.791	0.085
67.000	-36.434	0.086
68.000	-36.077	0.080
69.000	-35.720	0.082
70.000	-35.363	0.085
71.000	-35.006	0.086
72.000	-34.649	0.072
73.000	-34.291	0.075
74.000	-33.934	0.081
75.000	-33.577	0.072
76.000	-33.220	0.074
77.000	-32.863	0.088
78.000	-32.506	0.084
79.000	-32.149	0.085
80.000	-31.791	0.089
81.000	-31.434	0.095
82.000	-31.077	0.088
83.000	-30.720	0.086
84.000	-30.363	0.095
85.000	-30.006	0.089
86.000	-29.649	0.096
87.000	-29.291	0.087
88.000	-28.934	0.092
89.000	-28.577	0.093
90.000	-28.220	0.090
91.000	-27.863	0.089
92.000	-27.506	0.082
93.000	-27.149	0.086
94.000	-26.791	0.088
95.000	-26.434	0.091
96.000	-26.077	0.087
97.000	-25.720	0.087
98.000	-25.363	0.088
99.000	-25.006	0.091
100.000	-24.649	0.088
101.000	-24.291	0.094
102.000	-23.934	0.095
103.000	-23.577	0.096
104.000	-23.220	0.095
105.000	-22.863	0.096
106.000	-22.506	0.091
107.000	-22.149	0.099
108.000	-21.791	0.093
109.000	-21.434	0.097
110.000	-21.077	0.094
111.000	-20.720	0.105
112.000	-20.363	0.103
113.000	-20.006	0.102
114.000	-19.649	0.103
115.000	-19.291	0.099
116.000	-18.934	0.106
117.000	-18.577	0.100
118.000	-18.220	0.107
119.000	-17.863	0.101
120.000	-17.506	0.105
121.000	-17.149	0.096
122.000	-16.791	0.105
123.000	-16.434	0.105
124.000	-16.077	0.102
125.000	-15.720	0.102
126.000	-15.363	0.094
127.000	-15.006	0.097
128.000	-14.649	0.102
129.000	-14.291	0.099
130.000	-13.934	0.101
131.000	-13.577	0.102
132.000	-13.220	0.106
133.000	-12.863	0.103
134.000	-12.506	0.101
135.000	-12.149	0.092
136.000	-11.791	0.098
137.000	-11.434	0.100
138.000	-11.077	0.096
139.000	-10.720	0.102
140.000	-10.363	0.100
141.000	-10.006	0.093
142.000	-9.649	0.091
143.000	-9.291	0.098
144.000	-8.934	0.099
145.000	-8.577	0.095
146.000	-8.220	0.085
147.000	-7.863	0.089
148.000	-7.506	0.083
149.000	-7.149	0.085
150.000	-6.791	0.092
151.000	-6.434	0.091
152.000	-6.077	0.084
153.000	-5.720	0.078
154.000	-5.363	0.084
155.000	-5.006	0.079
156.000	-4.649	0.079
157.000	-4.291	0.080
158.000	-3.934	0.081
159.000	-3.577	0.078
160.000	-3.220	0.088
161.000	-2.863	0.072
162.000	-2.506	0.067
163.000	-2.149	0.061
164.000	-1.791	0.067
165.000	-1.434	0.065
166.000	-1.077	0.070
167.000	-0.720	0.063
168.000	-0.363	0.063
169.000	-0.006	0.058
170.000	0.351	0.060
171.000	0.709	0.066
172.000	1.066	0.066
173.000	1.423	0.060
174.000	1.780	0.058
175.000	2.137	0.058
176.000	2.494	0.060
177.000	2.851	0.061
178.000	3.209	0.060
179.000	3.566	0.060
180.000	3.923	0.058
181.000	4.280	0.057
182.000	4.637	0.058
183.000	4.994	0.063
184.000	5.351	0.060
185.000	5.709	0.059
186.000	6.066	0.059
187.000	6.423	0.060
188.000	6.780	0.061
189.000	7.137	0.062
190.000	7.494	0.065
191.000	7.851	0.060
192.000	8.209	0.062
193.000	8.566	0.063
