# Delay Scan
# Diode Laser at 365859 GHz
# PM at 36 dB (Coeff is 0: 0.92, 1: 0.93)
# MW Attn at 19 dB, off at Lasers + 30 ns
# Hittite at 18.5106 GHz and 18.6 dBm
# +69 mV Static applied to Top, until Lasers + 30 ns
i	d	n	nb	s	sb
0.000	82840.000	1.000	0.000	0.046	0.012
1.000	83913.000	1.000	0.000	0.050	0.012
2.000	84985.000	1.000	0.000	0.060	0.012
3.000	86058.000	1.000	0.000	0.068	0.012
4.000	87130.000	1.000	0.000	0.064	0.012
5.000	88203.000	1.000	0.000	0.069	0.012
6.000	89275.000	1.000	0.000	0.061	0.012
7.000	90348.000	1.000	0.000	0.051	0.012
8.000	91420.000	1.000	0.000	0.040	0.012
9.000	92493.000	1.000	0.000	0.046	0.012
10.000	93565.000	1.000	0.000	0.039	0.012
11.000	94638.000	1.000	0.000	0.047	0.012
12.000	95710.000	1.000	0.000	0.056	0.012
13.000	96783.000	1.000	0.000	0.036	0.012
14.000	97855.000	1.000	0.000	0.044	0.012
15.000	98928.000	1.000	0.000	0.048	0.012
16.000	100000.000	1.000	0.000	0.054	0.012
17.000	101072.000	1.000	0.000	0.066	0.012
18.000	102145.000	1.000	0.000	0.081	0.012
19.000	103217.000	1.000	0.000	0.076	0.012
20.000	104290.000	1.000	0.000	0.074	0.012
21.000	105362.000	1.000	0.000	0.056	0.012
22.000	106435.000	1.000	0.000	0.049	0.012
23.000	107507.000	1.000	0.000	0.051	0.012
24.000	108580.000	1.000	0.000	0.044	0.012
25.000	109652.000	1.000	0.000	0.045	0.012
26.000	110725.000	1.000	0.000	0.046	0.012
27.000	111797.000	1.000	0.000	0.043	0.012
28.000	112870.000	1.000	0.000	0.050	0.012
29.000	113942.000	1.000	0.000	0.038	0.012
30.000	115015.000	1.000	0.000	0.038	0.012
31.000	116087.000	1.000	0.000	0.067	0.012
32.000	117160.000	1.000	0.000	0.066	0.012
33.000	116355.000	1.000	0.000	0.053	0.012
34.000	115283.000	1.000	0.000	0.065	0.012
35.000	114210.000	1.000	0.000	0.053	0.012
36.000	113138.000	1.000	0.000	0.039	0.012
37.000	112065.000	1.000	0.000	0.051	0.012
38.000	110993.000	1.000	0.000	0.051	0.012
39.000	109920.000	1.000	0.000	0.057	0.012
40.000	108848.000	1.000	0.000	0.054	0.012
41.000	107775.000	1.000	0.000	0.050	0.012
42.000	106703.000	1.000	0.000	0.050	0.012
43.000	105631.000	1.000	0.000	0.053	0.012
44.000	104558.000	1.000	0.000	0.076	0.012
45.000	103486.000	1.000	0.000	0.073	0.012
46.000	102413.000	1.000	0.000	0.079	0.012
47.000	101341.000	1.000	0.000	0.062	0.012
48.000	100268.000	1.000	0.000	0.066	0.012
49.000	99196.000	1.000	0.000	0.063	0.012
50.000	98123.000	1.000	0.000	0.044	0.012
51.000	97051.000	1.000	0.000	0.061	0.012
52.000	95978.000	1.000	0.000	0.050	0.012
53.000	94906.000	1.000	0.000	0.057	0.012
54.000	93833.000	1.000	0.000	0.049	0.012
55.000	92761.000	1.000	0.000	0.047	0.012
56.000	91688.000	1.000	0.000	0.061	0.012
57.000	90616.000	1.000	0.000	0.058	0.012
58.000	89543.000	1.000	0.000	0.070	0.012
59.000	88471.000	1.000	0.000	0.074	0.012
60.000	87398.000	1.000	0.000	0.077	0.012
61.000	86326.000	1.000	0.000	0.075	0.012
62.000	85253.000	1.000	0.000	0.074	0.012
63.000	84181.000	1.000	0.000	0.063	0.012
64.000	83108.000	1.000	0.000	0.061	0.012
65.000	83377.000	1.000	0.000	0.048	0.012
66.000	84449.000	1.000	0.000	0.063	0.012
67.000	85521.000	1.000	0.000	0.065	0.012
68.000	86594.000	1.000	0.000	0.081	0.012
69.000	87666.000	1.000	0.000	0.088	0.012
70.000	88739.000	1.000	0.000	0.067	0.012
71.000	89811.000	1.000	0.000	0.063	0.012
72.000	90884.000	1.000	0.000	0.058	0.012
73.000	91956.000	1.000	0.000	0.051	0.012
74.000	93029.000	1.000	0.000	0.053	0.012
75.000	94101.000	1.000	0.000	0.054	0.012
76.000	95174.000	1.000	0.000	0.054	0.012
77.000	96246.000	1.000	0.000	0.049	0.012
78.000	97319.000	1.000	0.000	0.054	0.012
79.000	98391.000	1.000	0.000	0.057	0.012
80.000	99464.000	1.000	0.000	0.046	0.012
81.000	100536.000	1.000	0.000	0.069	0.012
82.000	101609.000	1.000	0.000	0.080	0.012
83.000	102681.000	1.000	0.000	0.086	0.012
84.000	103754.000	1.000	0.000	0.076	0.012
85.000	104826.000	1.000	0.000	0.074	0.012
86.000	105899.000	1.000	0.000	0.055	0.012
87.000	106971.000	1.000	0.000	0.058	0.012
88.000	108044.000	1.000	0.000	0.051	0.012
89.000	109116.000	1.000	0.000	0.056	0.012
90.000	110189.000	1.000	0.000	0.047	0.012
91.000	111261.000	1.000	0.000	0.043	0.012
92.000	112334.000	1.000	0.000	0.056	0.012
93.000	113406.000	1.000	0.000	0.047	0.012
94.000	114479.000	1.000	0.000	0.045	0.012
95.000	115551.000	1.000	0.000	0.056	0.012
96.000	116623.000	1.000	0.000	0.065	0.012
97.000	116892.000	1.000	0.000	0.062	0.012
98.000	115819.000	1.000	0.000	0.046	0.012
99.000	114747.000	1.000	0.000	0.042	0.012
100.000	113674.000	1.000	0.000	0.042	0.012
101.000	112602.000	1.000	0.000	0.057	0.012
102.000	111529.000	1.000	0.000	0.052	0.012
103.000	110457.000	1.000	0.000	0.058	0.012
104.000	109384.000	1.000	0.000	0.049	0.012
105.000	108312.000	1.000	0.000	0.047	0.012
106.000	107239.000	1.000	0.000	0.058	0.012
107.000	106167.000	1.000	0.000	0.053	0.012
108.000	105094.000	1.000	0.000	0.062	0.012
109.000	104022.000	1.000	0.000	0.063	0.012
110.000	102949.000	1.000	0.000	0.065	0.012
111.000	101877.000	1.000	0.000	0.063	0.012
112.000	100804.000	1.000	0.000	0.055	0.012
113.000	99732.000	1.000	0.000	0.058	0.012
114.000	98659.000	1.000	0.000	0.050	0.012
115.000	97587.000	1.000	0.000	0.049	0.012
116.000	96514.000	1.000	0.000	0.047	0.012
117.000	95442.000	1.000	0.000	0.051	0.012
118.000	94369.000	1.000	0.000	0.057	0.012
119.000	93297.000	1.000	0.000	0.042	0.012
120.000	92225.000	1.000	0.000	0.058	0.012
121.000	91152.000	1.000	0.000	0.052	0.012
122.000	90080.000	1.000	0.000	0.064	0.012
123.000	89007.000	1.000	0.000	0.059	0.012
124.000	87935.000	1.000	0.000	0.065	0.012
125.000	86862.000	1.000	0.000	0.083	0.012
126.000	85790.000	1.000	0.000	0.074	0.012
127.000	84717.000	1.000	0.000	0.055	0.012
128.000	83645.000	1.000	0.000	0.050	0.012
