# Delay Scan
# Diode Laser at 365859 GHz
# PM at 36 dB (Coeff is 0: 0.92, 1: 0.93)
# MW Attn at 19 dB, off at Lasers + 30 ns
# Hittite at 18.5106 GHz and 18.6 dBm
# 0 mV Static applied to Top, until Lasers + 30 ns
i	d	n	nb	s	sb
0.000	82840.000	1.000	0.000	0.106	0.013
1.000	83913.000	1.000	0.000	0.101	0.013
2.000	84985.000	1.000	0.000	0.097	0.013
3.000	86058.000	1.000	0.000	0.122	0.013
4.000	87130.000	1.000	0.000	0.120	0.013
5.000	88203.000	1.000	0.000	0.106	0.013
6.000	89275.000	1.000	0.000	0.093	0.013
7.000	90348.000	1.000	0.000	0.088	0.013
8.000	91420.000	1.000	0.000	0.088	0.013
9.000	92493.000	1.000	0.000	0.094	0.013
10.000	93565.000	1.000	0.000	0.124	0.013
11.000	94638.000	1.000	0.000	0.122	0.013
12.000	95710.000	1.000	0.000	0.127	0.013
13.000	96783.000	1.000	0.000	0.107	0.013
14.000	97855.000	1.000	0.000	0.102	0.013
15.000	98928.000	1.000	0.000	0.100	0.013
16.000	100000.000	1.000	0.000	0.096	0.013
17.000	101072.000	1.000	0.000	0.111	0.013
18.000	102145.000	1.000	0.000	0.125	0.013
19.000	103217.000	1.000	0.000	0.125	0.013
20.000	104290.000	1.000	0.000	0.110	0.013
21.000	105362.000	1.000	0.000	0.096	0.013
22.000	106435.000	1.000	0.000	0.085	0.013
23.000	107507.000	1.000	0.000	0.082	0.013
24.000	108580.000	1.000	0.000	0.096	0.013
25.000	109652.000	1.000	0.000	0.112	0.013
26.000	110725.000	1.000	0.000	0.117	0.013
27.000	111797.000	1.000	0.000	0.114	0.013
28.000	112870.000	1.000	0.000	0.120	0.013
29.000	113942.000	1.000	0.000	0.092	0.013
30.000	115015.000	1.000	0.000	0.079	0.013
31.000	116087.000	1.000	0.000	0.097	0.013
32.000	117160.000	1.000	0.000	0.123	0.013
33.000	116355.000	1.000	0.000	0.098	0.013
34.000	115283.000	1.000	0.000	0.086	0.013
35.000	114210.000	1.000	0.000	0.100	0.013
36.000	113138.000	1.000	0.000	0.096	0.013
37.000	112065.000	1.000	0.000	0.107	0.013
38.000	110993.000	1.000	0.000	0.132	0.013
39.000	109920.000	1.000	0.000	0.119	0.013
40.000	108848.000	1.000	0.000	0.118	0.013
41.000	107775.000	1.000	0.000	0.097	0.013
42.000	106703.000	1.000	0.000	0.102	0.013
43.000	105631.000	1.000	0.000	0.088	0.013
44.000	104558.000	1.000	0.000	0.100	0.013
45.000	103486.000	1.000	0.000	0.130	0.013
46.000	102413.000	1.000	0.000	0.112	0.013
47.000	101341.000	1.000	0.000	0.100	0.013
48.000	100268.000	1.000	0.000	0.093	0.013
49.000	99196.000	1.000	0.000	0.096	0.013
50.000	98123.000	1.000	0.000	0.105	0.013
51.000	97051.000	1.000	0.000	0.093	0.013
52.000	95978.000	1.000	0.000	0.115	0.013
53.000	94906.000	1.000	0.000	0.120	0.013
54.000	93833.000	1.000	0.000	0.092	0.013
55.000	92761.000	1.000	0.000	0.112	0.013
