# Delay Scan
# Diode Laser at 365859 GHz
# PM at 33.3 dB (Coeff is 1.4)
# MW Attn at 19 dB, off at Lasers + 30 ns
# Hittite at 18.5106 GHz and 18.6 dBm
# +46 mV Static applied to Top, until Lasers + 30 ns
i	d	n	nb	s	sb
0.000	82840.000	1.000	0.000	0.061	0.010
1.000	83913.000	1.000	0.000	0.056	0.010
2.000	84985.000	1.000	0.000	0.071	0.010
3.000	86058.000	1.000	0.000	0.064	0.010
4.000	87130.000	1.000	0.000	0.078	0.010
5.000	88203.000	1.000	0.000	0.113	0.010
6.000	89275.000	1.000	0.000	0.094	0.010
7.000	90348.000	1.000	0.000	0.077	0.010
8.000	91420.000	1.000	0.000	0.076	0.010
9.000	92493.000	1.000	0.000	0.074	0.010
10.000	93565.000	1.000	0.000	0.059	0.010
11.000	94638.000	1.000	0.000	0.071	0.010
12.000	95710.000	1.000	0.000	0.075	0.010
13.000	96783.000	1.000	0.000	0.068	0.010
14.000	97855.000	1.000	0.000	0.060	0.010
15.000	98928.000	1.000	0.000	0.058	0.010
16.000	100000.000	1.000	0.000	0.056	0.010
17.000	101072.000	1.000	0.000	0.071	0.010
18.000	102145.000	1.000	0.000	0.078	0.010
19.000	103217.000	1.000	0.000	0.096	0.010
20.000	104290.000	1.000	0.000	0.083	0.010
21.000	105362.000	1.000	0.000	0.106	0.010
22.000	106435.000	1.000	0.000	0.085	0.010
23.000	107507.000	1.000	0.000	0.059	0.010
24.000	108580.000	1.000	0.000	0.071	0.010
25.000	109652.000	1.000	0.000	0.071	0.010
26.000	110725.000	1.000	0.000	0.066	0.010
27.000	111797.000	1.000	0.000	0.059	0.010
28.000	112870.000	1.000	0.000	0.054	0.010
29.000	113942.000	1.000	0.000	0.069	0.010
30.000	115015.000	1.000	0.000	0.067	0.010
31.000	116087.000	1.000	0.000	0.058	0.010
32.000	117160.000	1.000	0.000	0.068	0.010
33.000	116355.000	1.000	0.000	0.071	0.010
34.000	115283.000	1.000	0.000	0.058	0.010
35.000	114210.000	1.000	0.000	0.061	0.010
36.000	113138.000	1.000	0.000	0.066	0.010
37.000	112065.000	1.000	0.000	0.059	0.010
38.000	110993.000	1.000	0.000	0.065	0.010
39.000	109920.000	1.000	0.000	0.069	0.010
40.000	108848.000	1.000	0.000	0.060	0.010
41.000	107775.000	1.000	0.000	0.072	0.010
42.000	106703.000	1.000	0.000	0.084	0.010
43.000	105631.000	1.000	0.000	0.096	0.010
44.000	104558.000	1.000	0.000	0.096	0.010
45.000	103486.000	1.000	0.000	0.103	0.010
46.000	102413.000	1.000	0.000	0.078	0.010
47.000	101341.000	1.000	0.000	0.071	0.010
48.000	100268.000	1.000	0.000	0.077	0.010
49.000	99196.000	1.000	0.000	0.064	0.010
50.000	98123.000	1.000	0.000	0.063	0.010
51.000	97051.000	1.000	0.000	0.064	0.010
52.000	95978.000	1.000	0.000	0.058	0.010
53.000	94906.000	1.000	0.000	0.070	0.010
54.000	93833.000	1.000	0.000	0.076	0.010
55.000	92761.000	1.000	0.000	0.071	0.010
56.000	91688.000	1.000	0.000	0.081	0.010
57.000	90616.000	1.000	0.000	0.070	0.010
58.000	89543.000	1.000	0.000	0.093	0.010
59.000	88471.000	1.000	0.000	0.094	0.010
60.000	87398.000	1.000	0.000	0.107	0.010
61.000	86326.000	1.000	0.000	0.077	0.010
62.000	85253.000	1.000	0.000	0.054	0.010
63.000	84181.000	1.000	0.000	0.054	0.010
64.000	83108.000	1.000	0.000	0.060	0.010
65.000	83377.000	1.000	0.000	0.063	0.010
66.000	84449.000	1.000	0.000	0.060	0.010
67.000	85521.000	1.000	0.000	0.070	0.010
68.000	86594.000	1.000	0.000	0.087	0.010
69.000	87666.000	1.000	0.000	0.099	0.010
70.000	88739.000	1.000	0.000	0.100	0.010
71.000	89811.000	1.000	0.000	0.080	0.010
72.000	90884.000	1.000	0.000	0.076	0.010
73.000	91956.000	1.000	0.000	0.074	0.010
74.000	93029.000	1.000	0.000	0.067	0.010
75.000	94101.000	1.000	0.000	0.075	0.010
76.000	95174.000	1.000	0.000	0.068	0.010
77.000	96246.000	1.000	0.000	0.075	0.010
78.000	97319.000	1.000	0.000	0.065	0.010
79.000	98391.000	1.000	0.000	0.058	0.010
80.000	99464.000	1.000	0.000	0.059	0.010
81.000	100536.000	1.000	0.000	0.072	0.010
82.000	101609.000	1.000	0.000	0.066	0.010
83.000	102681.000	1.000	0.000	0.093	0.010
84.000	103754.000	1.000	0.000	0.091	0.010
85.000	104826.000	1.000	0.000	0.099	0.010
86.000	105899.000	1.000	0.000	0.091	0.010
87.000	106971.000	1.000	0.000	0.076	0.010
88.000	108044.000	1.000	0.000	0.059	0.010
89.000	109116.000	1.000	0.000	0.084	0.010
90.000	110189.000	1.000	0.000	0.076	0.010
91.000	111261.000	1.000	0.000	0.074	0.010
92.000	112334.000	1.000	0.000	0.069	0.010
93.000	113406.000	1.000	0.000	0.068	0.010
94.000	114479.000	1.000	0.000	0.059	0.010
95.000	115551.000	1.000	0.000	0.065	0.010
96.000	116623.000	1.000	0.000	0.066	0.010
97.000	116892.000	1.000	0.000	0.068	0.010
98.000	115819.000	1.000	0.000	0.071	0.010
99.000	114747.000	1.000	0.000	0.063	0.010
100.000	113674.000	1.000	0.000	0.057	0.010
101.000	112602.000	1.000	0.000	0.074	0.010
102.000	111529.000	1.000	0.000	0.070	0.010
103.000	110457.000	1.000	0.000	0.073	0.010
104.000	109384.000	1.000	0.000	0.074	0.010
105.000	108312.000	1.000	0.000	0.066	0.010
106.000	107239.000	1.000	0.000	0.064	0.010
107.000	106167.000	1.000	0.000	0.092	0.010
108.000	105094.000	1.000	0.000	0.105	0.010
109.000	104022.000	1.000	0.000	0.089	0.010
110.000	102949.000	1.000	0.000	0.093	0.010
111.000	101877.000	1.000	0.000	0.071	0.010
112.000	100804.000	1.000	0.000	0.069	0.010
113.000	99732.000	1.000	0.000	0.065	0.010
114.000	98659.000	1.000	0.000	0.057	0.010
115.000	97587.000	1.000	0.000	0.064	0.010
116.000	96514.000	1.000	0.000	0.060	0.010
117.000	95442.000	1.000	0.000	0.063	0.010
118.000	94369.000	1.000	0.000	0.073	0.010
119.000	93297.000	1.000	0.000	0.074	0.010
120.000	92225.000	1.000	0.000	0.074	0.010
121.000	91152.000	1.000	0.000	0.074	0.010
122.000	90080.000	1.000	0.000	0.076	0.010
123.000	89007.000	1.000	0.000	0.094	0.010
124.000	87935.000	1.000	0.000	0.104	0.010
125.000	86862.000	1.000	0.000	0.082	0.010
126.000	85790.000	1.000	0.000	0.064	0.010
127.000	84717.000	1.000	0.000	0.073	0.010
128.000	83645.000	1.000	0.000	0.076	0.010
