# Delay Scan
# Diode Laser at 365819 GHz
# PM at 38 dB (Coeff is 1) (Cooled Amp has different characteristics)
# MW Attn at 19 dB, off at Lasers + 30 ns
# Hittite at 18.5106 GHz and 18.6 dBm
# 40 mV Static applied to Top, until Lasers + 30 ns
i	d	n	nb	s	sb
0.000	82841.000	1.000	0.000	0.153	0.018
1.000	83914.000	1.000	0.000	0.160	0.018
2.000	84986.000	1.000	0.000	0.147	0.018
3.000	86058.000	1.000	0.000	0.166	0.018
4.000	87131.000	1.000	0.000	0.168	0.018
5.000	88203.000	1.000	0.000	0.224	0.018
6.000	89276.000	1.000	0.000	0.193	0.018
7.000	90348.000	1.000	0.000	0.210	0.018
8.000	91421.000	1.000	0.000	0.237	0.018
9.000	92493.000	1.000	0.000	0.214	0.018
10.000	93565.000	1.000	0.000	0.199	0.018
11.000	94638.000	1.000	0.000	0.192	0.018
12.000	95710.000	1.000	0.000	0.179	0.018
13.000	96783.000	1.000	0.000	0.162	0.018
14.000	97855.000	1.000	0.000	0.152	0.018
15.000	98928.000	1.000	0.000	0.154	0.018
16.000	100000.000	1.000	0.000	0.143	0.018
17.000	101072.000	1.000	0.000	0.147	0.018
18.000	102145.000	1.000	0.000	0.174	0.018
19.000	103217.000	1.000	0.000	0.201	0.018
20.000	104290.000	1.000	0.000	0.188	0.018
21.000	105362.000	1.000	0.000	0.205	0.018
22.000	106435.000	1.000	0.000	0.232	0.018
23.000	107507.000	1.000	0.000	0.239	0.018
24.000	108579.000	1.000	0.000	0.204	0.018
25.000	109652.000	1.000	0.000	0.215	0.018
26.000	110724.000	1.000	0.000	0.199	0.018
27.000	111797.000	1.000	0.000	0.196	0.018
28.000	112869.000	1.000	0.000	0.202	0.018
29.000	113942.000	1.000	0.000	0.163	0.018
30.000	115014.000	1.000	0.000	0.154	0.018
31.000	116086.000	1.000	0.000	0.174	0.018
32.000	117159.000	1.000	0.000	0.171	0.018
33.000	116354.000	1.000	0.000	0.158	0.018
34.000	115282.000	1.000	0.000	0.161	0.018
35.000	114210.000	1.000	0.000	0.151	0.018
36.000	113137.000	1.000	0.000	0.176	0.018
37.000	112065.000	1.000	0.000	0.199	0.018
38.000	110992.000	1.000	0.000	0.197	0.018
39.000	109920.000	1.000	0.000	0.208	0.018
40.000	108847.000	1.000	0.000	0.218	0.018
41.000	107775.000	1.000	0.000	0.196	0.018
42.000	106703.000	1.000	0.000	0.238	0.018
43.000	105630.000	1.000	0.000	0.221	0.018
44.000	104558.000	1.000	0.000	0.187	0.018
45.000	103485.000	1.000	0.000	0.173	0.018
46.000	102413.000	1.000	0.000	0.175	0.018
47.000	101341.000	1.000	0.000	0.167	0.018
48.000	100268.000	1.000	0.000	0.155	0.018
49.000	99196.000	1.000	0.000	0.144	0.018
50.000	98123.000	1.000	0.000	0.188	0.018
51.000	97051.000	1.000	0.000	0.188	0.018
52.000	95978.000	1.000	0.000	0.180	0.018
53.000	94906.000	1.000	0.000	0.187	0.018
54.000	93834.000	1.000	0.000	0.221	0.018
55.000	92761.000	1.000	0.000	0.214	0.018
56.000	91689.000	1.000	0.000	0.241	0.018
57.000	90616.000	1.000	0.000	0.221	0.018
58.000	89544.000	1.000	0.000	0.213	0.018
59.000	88471.000	1.000	0.000	0.196	0.018
60.000	87399.000	1.000	0.000	0.188	0.018
61.000	86327.000	1.000	0.000	0.154	0.018
62.000	85254.000	1.000	0.000	0.183	0.018
63.000	84182.000	1.000	0.000	0.153	0.018
64.000	83109.000	1.000	0.000	0.157	0.018
65.000	83377.000	1.000	0.000	0.166	0.018
66.000	84450.000	1.000	0.000	0.155	0.018
67.000	85522.000	1.000	0.000	0.151	0.018
68.000	86595.000	1.000	0.000	0.156	0.018
69.000	87667.000	1.000	0.000	0.171	0.018
70.000	88740.000	1.000	0.000	0.205	0.018
71.000	89812.000	1.000	0.000	0.224	0.018
72.000	90884.000	1.000	0.000	0.212	0.018
73.000	91957.000	1.000	0.000	0.225	0.018
74.000	93029.000	1.000	0.000	0.209	0.018
75.000	94102.000	1.000	0.000	0.191	0.018
76.000	95174.000	1.000	0.000	0.168	0.018
77.000	96247.000	1.000	0.000	0.166	0.018
78.000	97319.000	1.000	0.000	0.177	0.018
