# MW Resoncance Scan w/ the Dye laser.
# Hittite at 18510.6 MHz & 18.6 dBm
# MW Attn at 9 dB
i	f	s
254.000	30.128	0.075
255.000	30.483	0.070
256.000	30.839	0.066
257.000	31.194	0.072
258.000	31.550	0.080
259.000	31.905	0.080
260.000	32.261	0.081
261.000	32.616	0.076
262.000	32.972	0.076
263.000	33.327	0.072
264.000	33.683	0.068
265.000	34.038	0.071
266.000	34.394	0.067
267.000	34.749	0.067
268.000	35.105	0.069
269.000	35.460	0.070
270.000	35.816	0.067
271.000	36.171	0.066
272.000	36.527	0.064
273.000	36.882	0.071
274.000	37.237	0.065
275.000	37.593	0.071
276.000	37.948	0.069
277.000	38.304	0.069
278.000	38.659	0.066
279.000	39.015	0.071
280.000	39.370	0.071
281.000	39.726	0.070
282.000	40.081	0.068
283.000	40.437	0.071
284.000	40.792	0.067
285.000	41.148	0.067
286.000	41.503	0.068
287.000	41.859	0.068
288.000	42.214	0.067
289.000	42.570	0.065
290.000	42.925	0.068
291.000	43.281	0.065
292.000	43.636	0.063
293.000	43.992	0.068
294.000	44.347	0.066
295.000	44.703	0.069
296.000	45.058	0.067
297.000	45.414	0.065
298.000	45.769	0.069
299.000	46.125	0.065
300.000	46.480	0.064
0.000	-60.165	0.056
1.000	-59.810	0.054
2.000	-59.456	0.059
3.000	-59.101	0.054
4.000	-58.746	0.056
5.000	-58.391	0.060
6.000	-58.036	0.062
7.000	-57.681	0.055
8.000	-57.327	0.061
9.000	-56.972	0.062
10.000	-56.617	0.061
11.000	-56.262	0.060
12.000	-55.907	0.060
13.000	-55.553	0.062
14.000	-55.198	0.062
15.000	-54.843	0.054
16.000	-54.488	0.058
17.000	-54.133	0.057
18.000	-53.778	0.062
19.000	-53.424	0.057
20.000	-53.069	0.056
21.000	-52.714	0.064
22.000	-52.359	0.061
23.000	-52.004	0.060
24.000	-51.650	0.061
25.000	-51.295	0.065
26.000	-50.940	0.067
27.000	-50.585	0.065
28.000	-50.230	0.065
29.000	-49.875	0.060
30.000	-49.521	0.066
31.000	-49.166	0.069
32.000	-48.811	0.071
33.000	-48.456	0.069
34.000	-48.101	0.068
35.000	-47.747	0.064
36.000	-47.392	0.069
37.000	-47.037	0.071
38.000	-46.682	0.069
39.000	-46.327	0.072
40.000	-45.972	0.069
41.000	-45.618	0.072
42.000	-45.263	0.066
43.000	-44.908	0.073
44.000	-44.553	0.074
45.000	-44.198	0.073
46.000	-43.844	0.069
47.000	-43.489	0.068
48.000	-43.134	0.065
49.000	-42.779	0.071
50.000	-42.424	0.066
51.000	-42.070	0.067
52.000	-41.715	0.064
53.000	-41.360	0.065
54.000	-41.005	0.065
55.000	-40.650	0.067
56.000	-40.295	0.066
57.000	-39.941	0.070
58.000	-39.586	0.066
59.000	-39.231	0.066
60.000	-38.876	0.060
61.000	-38.521	0.061
62.000	-38.167	0.062
63.000	-37.812	0.065
64.000	-37.457	0.060
65.000	-37.102	0.067
66.000	-36.747	0.062
67.000	-36.392	0.062
68.000	-36.038	0.060
69.000	-35.683	0.059
70.000	-35.328	0.054
71.000	-34.973	0.050
72.000	-34.618	0.052
73.000	-34.264	0.049
74.000	-33.909	0.051
75.000	-33.554	0.054
76.000	-33.199	0.049
77.000	-32.844	0.048
78.000	-32.489	0.056
79.000	-32.135	0.054
80.000	-31.780	0.052
81.000	-31.425	0.050
82.000	-31.070	0.048
83.000	-30.715	0.047
84.000	-30.361	0.046
85.000	-30.006	0.052
86.000	-29.651	0.054
87.000	-29.296	0.056
88.000	-28.941	0.052
89.000	-28.586	0.054
90.000	-28.232	0.050
91.000	-27.877	0.055
92.000	-27.522	0.057
93.000	-27.167	0.059
94.000	-26.812	0.053
95.000	-26.458	0.055
96.000	-26.103	0.056
97.000	-25.748	0.057
98.000	-25.393	0.055
99.000	-25.038	0.056
100.000	-24.683	0.057
101.000	-24.329	0.051
102.000	-23.974	0.055
103.000	-23.619	0.059
104.000	-23.264	0.063
105.000	-22.909	0.060
106.000	-22.555	0.057
107.000	-22.200	0.061
108.000	-21.845	0.058
109.000	-21.490	0.058
110.000	-21.135	0.059
111.000	-20.780	0.057
112.000	-20.426	0.059
113.000	-20.071	0.057
114.000	-19.716	0.057
115.000	-19.361	0.056
116.000	-19.006	0.057
117.000	-18.652	0.060
118.000	-18.297	0.060
119.000	-17.942	0.058
120.000	-17.587	0.060
121.000	-17.232	0.060
122.000	-16.877	0.058
123.000	-16.523	0.060
124.000	-16.168	0.057
125.000	-15.813	0.057
126.000	-15.458	0.057
127.000	-15.103	0.055
128.000	-14.749	0.056
129.000	-14.394	0.055
130.000	-14.039	0.059
131.000	-13.684	0.063
132.000	-13.329	0.060
133.000	-12.974	0.058
134.000	-12.620	0.058
135.000	-12.265	0.061
136.000	-11.910	0.061
137.000	-11.555	0.058
138.000	-11.200	0.060
139.000	-10.846	0.063
140.000	-10.491	0.065
141.000	-10.136	0.062
142.000	-9.781	0.067
143.000	-9.426	0.068
144.000	-9.071	0.062
145.000	-8.717	0.065
146.000	-8.362	0.070
147.000	-8.007	0.066
148.000	-7.652	0.067
149.000	-7.297	0.067
150.000	-6.943	0.063
151.000	-6.588	0.063
152.000	-6.233	0.060
153.000	-5.878	0.074
154.000	-5.523	0.071
155.000	-5.169	0.063
156.000	-4.814	0.063
157.000	-4.459	0.071
158.000	-4.104	0.068
159.000	-3.749	0.062
160.000	-3.394	0.064
161.000	-3.040	0.065
162.000	-2.685	0.065
163.000	-2.330	0.066
164.000	-1.975	0.064
165.000	-1.620	0.064
166.000	-1.266	0.067
167.000	-0.911	0.065
168.000	-0.556	0.061
169.000	-0.201	0.062
170.000	0.154	0.062
171.000	0.509	0.062
172.000	0.863	0.061
173.000	1.218	0.061
174.000	1.573	0.060
175.000	1.928	0.055
176.000	2.283	0.052
177.000	2.637	0.054
178.000	2.992	0.054
179.000	3.347	0.057
180.000	3.702	0.056
181.000	4.057	0.053
182.000	4.412	0.056
183.000	4.766	0.053
184.000	5.121	0.053
185.000	5.476	0.053
186.000	5.831	0.052
187.000	6.186	0.055
188.000	6.540	0.054
189.000	6.895	0.052
190.000	7.250	0.051
191.000	7.605	0.055
192.000	7.960	0.052
193.000	8.315	0.049
194.000	8.669	0.051
195.000	9.024	0.052
196.000	9.379	0.053
197.000	9.734	0.053
198.000	10.089	0.055
199.000	10.443	0.054
200.000	10.798	0.056
201.000	11.153	0.059
202.000	11.508	0.058
203.000	11.863	0.058
204.000	12.218	0.058
205.000	12.572	0.056
206.000	12.927	0.053
207.000	13.282	0.058
208.000	13.637	0.059
209.000	13.992	0.059
210.000	14.346	0.063
211.000	14.701	0.061
212.000	15.056	0.058
213.000	15.411	0.053
214.000	15.766	0.058
215.000	16.121	0.057
216.000	16.475	0.060
217.000	16.830	0.062
218.000	17.185	0.064
219.000	17.540	0.063
220.000	17.895	0.062
221.000	18.249	0.062
222.000	18.604	0.063
223.000	18.959	0.065
224.000	19.314	0.067
225.000	19.669	0.065
226.000	20.024	0.063
227.000	20.378	0.063
228.000	20.733	0.066
229.000	21.088	0.062
230.000	21.443	0.064
231.000	21.798	0.068
232.000	22.152	0.065
233.000	22.507	0.066
234.000	22.862	0.068
235.000	23.217	0.067
236.000	23.572	0.060
237.000	23.927	0.063
238.000	24.281	0.067
239.000	24.636	0.062
240.000	24.991	0.064
241.000	25.346	0.060
242.000	25.701	0.063
243.000	26.055	0.066
244.000	26.410	0.065
245.000	26.765	0.064
246.000	27.120	0.060
247.000	27.475	0.064
248.000	27.830	0.062
249.000	28.184	0.062
250.000	28.539	0.062
251.000	28.894	0.062
252.000	29.249	0.064
253.000	29.604	0.059
254.000	29.958	0.064
255.000	30.313	0.065
256.000	30.668	0.066
257.000	31.023	0.063
258.000	31.378	0.063
259.000	31.732	0.062
260.000	32.087	0.065
261.000	32.442	0.065
262.000	32.797	0.064
263.000	33.152	0.058
264.000	33.507	0.063
265.000	33.861	0.063
266.000	34.216	0.062
267.000	34.571	0.060
268.000	34.926	0.058
269.000	35.281	0.058
270.000	35.635	0.062
271.000	35.990	0.060
272.000	36.345	0.058
273.000	36.700	0.052
274.000	37.055	0.049
275.000	37.410	0.051
276.000	37.764	0.052
277.000	38.119	0.052
278.000	38.474	0.057
279.000	38.829	0.054
280.000	39.184	0.056
281.000	39.538	0.055
282.000	39.893	0.054
283.000	40.248	0.053
284.000	40.603	0.052
285.000	40.958	0.048
286.000	41.313	0.051
287.000	41.667	0.053
288.000	42.022	0.052
289.000	42.377	0.049
290.000	42.732	0.051
291.000	43.087	0.054
292.000	43.441	0.052
293.000	43.796	0.053
294.000	44.151	0.052
295.000	44.506	0.051
296.000	44.861	0.055
297.000	45.216	0.053
298.000	45.570	0.055
299.000	45.925	0.057
300.000	46.280	0.056
0.000	-60.466	0.057
1.000	-60.111	0.056
2.000	-59.757	0.056
3.000	-59.402	0.054
4.000	-59.048	0.056
5.000	-58.693	0.054
6.000	-58.339	0.055
7.000	-57.984	0.056
8.000	-57.630	0.053
9.000	-57.275	0.054
10.000	-56.921	0.058
11.000	-56.566	0.058
12.000	-56.212	0.058
13.000	-55.857	0.055
14.000	-55.503	0.058
15.000	-55.148	0.055
16.000	-54.794	0.058
17.000	-54.439	0.057
18.000	-54.085	0.061
19.000	-53.730	0.060
20.000	-53.376	0.062
21.000	-53.021	0.058
22.000	-52.667	0.061
23.000	-52.312	0.059
24.000	-51.958	0.058
25.000	-51.603	0.059
26.000	-51.249	0.059
27.000	-50.894	0.063
28.000	-50.540	0.066
29.000	-50.185	0.066
30.000	-49.831	0.065
31.000	-49.476	0.058
32.000	-49.122	0.057
33.000	-48.768	0.062
34.000	-48.413	0.063
35.000	-48.059	0.062
36.000	-47.704	0.068
37.000	-47.350	0.067
38.000	-46.995	0.063
39.000	-46.641	0.061
40.000	-46.286	0.065
41.000	-45.932	0.070
42.000	-45.577	0.065
43.000	-45.223	0.075
44.000	-44.868	0.075
45.000	-44.514	0.068
46.000	-44.159	0.072
47.000	-43.805	0.070
48.000	-43.450	0.067
49.000	-43.096	0.063
50.000	-42.741	0.066
51.000	-42.387	0.072
52.000	-42.032	0.067
53.000	-41.678	0.070
54.000	-41.323	0.066
55.000	-40.969	0.064
56.000	-40.614	0.065
57.000	-40.260	0.062
58.000	-39.905	0.057
59.000	-39.551	0.060
60.000	-39.196	0.063
61.000	-38.842	0.065
62.000	-38.487	0.063
63.000	-38.133	0.061
64.000	-37.778	0.059
65.000	-37.424	0.058
66.000	-37.070	0.065
67.000	-36.715	0.057
68.000	-36.361	0.058
69.000	-36.006	0.059
70.000	-35.652	0.055
71.000	-35.297	0.057
72.000	-34.943	0.056
73.000	-34.588	0.051
74.000	-34.234	0.056
75.000	-33.879	0.056
76.000	-33.525	0.059
77.000	-33.170	0.057
78.000	-32.816	0.059
79.000	-32.461	0.059
80.000	-32.107	0.062
81.000	-31.752	0.056
82.000	-31.398	0.059
83.000	-31.043	0.056
84.000	-30.689	0.054
85.000	-30.334	0.053
86.000	-29.980	0.055
87.000	-29.625	0.054
88.000	-29.271	0.051
89.000	-28.916	0.053
90.000	-28.562	0.054
91.000	-28.207	0.054
92.000	-27.853	0.054
93.000	-27.498	0.055
94.000	-27.144	0.055
95.000	-26.789	0.058
96.000	-26.435	0.057
97.000	-26.080	0.058
98.000	-25.726	0.055
99.000	-25.371	0.056
100.000	-25.017	0.056
101.000	-24.663	0.056
102.000	-24.308	0.053
103.000	-23.954	0.056
104.000	-23.599	0.058
105.000	-23.245	0.057
106.000	-22.890	0.060
107.000	-22.536	0.062
108.000	-22.181	0.058
109.000	-21.827	0.055
110.000	-21.472	0.059
111.000	-21.118	0.054
112.000	-20.763	0.050
113.000	-20.409	0.060
114.000	-20.054	0.060
115.000	-19.700	0.059
116.000	-19.345	0.059
117.000	-18.991	0.060
118.000	-18.636	0.060
119.000	-18.282	0.063
120.000	-17.927	0.061
121.000	-17.573	0.062
122.000	-17.218	0.061
123.000	-16.864	0.060
124.000	-16.509	0.061
125.000	-16.155	0.062
126.000	-15.800	0.066
127.000	-15.446	0.061
128.000	-15.091	0.062
129.000	-14.737	0.060
130.000	-14.382	0.063
131.000	-14.028	0.061
132.000	-13.673	0.059
133.000	-13.319	0.060
134.000	-12.965	0.065
135.000	-12.610	0.060
136.000	-12.256	0.068
137.000	-11.901	0.069
138.000	-11.547	0.063
139.000	-11.192	0.065
140.000	-10.838	0.064
141.000	-10.483	0.067
142.000	-10.129	0.063
143.000	-9.774	0.063
144.000	-9.420	0.063
145.000	-9.065	0.062
146.000	-8.711	0.061
147.000	-8.356	0.064
148.000	-8.002	0.063
149.000	-7.647	0.068
150.000	-7.293	0.071
151.000	-6.938	0.068
152.000	-6.584	0.068
153.000	-6.229	0.069
154.000	-5.875	0.065
155.000	-5.520	0.064
156.000	-5.166	0.069
157.000	-4.811	0.067
158.000	-4.457	0.063
159.000	-4.102	0.061
160.000	-3.748	0.060
161.000	-3.393	0.061
162.000	-3.039	0.058
163.000	-2.684	0.064
164.000	-2.330	0.061
165.000	-1.975	0.058
166.000	-1.621	0.057
167.000	-1.267	0.060
168.000	-0.912	0.058
169.000	-0.558	0.059
170.000	-0.203	0.056
171.000	0.151	0.055
172.000	0.506	0.057
173.000	0.860	0.055
174.000	1.215	0.053
175.000	1.569	0.054
176.000	1.924	0.056
177.000	2.278	0.055
178.000	2.633	0.058
179.000	2.987	0.056
180.000	3.342	0.057
181.000	3.696	0.056
182.000	4.051	0.057
183.000	4.405	0.052
184.000	4.760	0.054
185.000	5.114	0.053
186.000	5.469	0.054
187.000	5.823	0.048
188.000	6.178	0.053
189.000	6.532	0.052
190.000	6.887	0.054
191.000	7.241	0.055
192.000	7.596	0.055
193.000	7.950	0.054
194.000	8.305	0.053
195.000	8.659	0.051
196.000	9.014	0.055
197.000	9.368	0.053
198.000	9.723	0.055
199.000	10.077	0.056
200.000	10.431	0.055
201.000	10.786	0.056
202.000	11.140	0.055
203.000	11.495	0.058
204.000	11.849	0.060
205.000	12.204	0.058
206.000	12.558	0.057
207.000	12.913	0.056
208.000	13.267	0.058
209.000	13.622	0.056
210.000	13.976	0.055
211.000	14.331	0.055
212.000	14.685	0.066
213.000	15.040	0.062
214.000	15.394	0.059
215.000	15.749	0.057
216.000	16.103	0.055
217.000	16.458	0.062
218.000	16.812	0.059
219.000	17.167	0.064
220.000	17.521	0.059
221.000	17.876	0.058
222.000	18.230	0.058
223.000	18.585	0.061
224.000	18.939	0.061
225.000	19.294	0.061
226.000	19.648	0.057
227.000	20.003	0.055
228.000	20.357	0.055
229.000	20.712	0.059
230.000	21.066	0.066
231.000	21.421	0.063
232.000	21.775	0.059
233.000	22.130	0.058
234.000	22.484	0.057
235.000	22.838	0.062
236.000	23.193	0.060
237.000	23.547	0.060
238.000	23.902	0.063
239.000	24.256	0.059
240.000	24.611	0.064
241.000	24.965	0.065
242.000	25.320	0.059
243.000	25.674	0.062
244.000	26.029	0.062
245.000	26.383	0.063
246.000	26.738	0.065
247.000	27.092	0.067
248.000	27.447	0.068
249.000	27.801	0.069
250.000	28.156	0.070
251.000	28.510	0.070
252.000	28.865	0.074
253.000	29.219	0.075
254.000	29.574	0.071
255.000	29.928	0.069
256.000	30.283	0.074
257.000	30.637	0.076
258.000	30.992	0.067
259.000	31.346	0.068
260.000	31.701	0.072
261.000	32.055	0.069
262.000	32.410	0.069
263.000	32.764	0.074
264.000	33.119	0.072
265.000	33.473	0.067
266.000	33.828	0.070
267.000	34.182	0.069
268.000	34.536	0.068
269.000	34.891	0.068
270.000	35.245	0.070
271.000	35.600	0.070
272.000	35.954	0.069
273.000	36.309	0.070
274.000	36.663	0.073
275.000	37.018	0.069
276.000	37.372	0.066
277.000	37.727	0.065
278.000	38.081	0.063
279.000	38.436	0.062
280.000	38.790	0.064
281.000	39.145	0.067
282.000	39.499	0.062
283.000	39.854	0.056
284.000	40.208	0.058
285.000	40.563	0.060
286.000	40.917	0.059
287.000	41.272	0.057
288.000	41.626	0.057
289.000	41.981	0.060
290.000	42.335	0.063
291.000	42.690	0.058
292.000	43.044	0.061
293.000	43.399	0.059
294.000	43.753	0.059
295.000	44.108	0.056
296.000	44.462	0.056
297.000	44.817	0.055
298.000	45.171	0.056
299.000	45.526	0.056
300.000	45.880	0.057
