# MW Resoncance Scan w/ the Dye laser.
# Hittite at 18510.6 MHz & 18.6 dBm
# MW Attn at 26 dB
i	f	s
73.000	-34.067	0.107
74.000	-33.709	0.109
75.000	-33.352	0.116
76.000	-32.994	0.109
77.000	-32.637	0.111
78.000	-32.279	0.113
79.000	-31.922	0.120
80.000	-31.565	0.114
81.000	-31.207	0.116
82.000	-30.850	0.111
83.000	-30.492	0.108
84.000	-30.135	0.116
85.000	-29.777	0.114
86.000	-29.420	0.116
87.000	-29.062	0.114
88.000	-28.705	0.115
89.000	-28.347	0.107
90.000	-27.990	0.111
91.000	-27.632	0.100
92.000	-27.275	0.105
93.000	-26.917	0.106
94.000	-26.560	0.106
95.000	-26.202	0.116
96.000	-25.845	0.105
97.000	-25.487	0.099
98.000	-25.130	0.111
99.000	-24.772	0.107
100.000	-24.415	0.105
101.000	-24.058	0.119
102.000	-23.700	0.118
103.000	-23.343	0.120
104.000	-22.985	0.117
105.000	-22.628	0.107
106.000	-22.270	0.106
107.000	-21.913	0.111
108.000	-21.555	0.115
109.000	-21.198	0.118
110.000	-20.840	0.105
111.000	-20.483	0.115
112.000	-20.125	0.112
113.000	-19.768	0.125
114.000	-19.410	0.124
115.000	-19.053	0.117
116.000	-18.695	0.110
117.000	-18.338	0.108
118.000	-17.980	0.113
119.000	-17.623	0.117
120.000	-17.266	0.119
121.000	-16.908	0.117
122.000	-16.551	0.111
123.000	-16.193	0.105
124.000	-15.836	0.112
125.000	-15.478	0.112
126.000	-15.121	0.116
127.000	-14.763	0.117
128.000	-14.406	0.128
129.000	-14.048	0.119
130.000	-13.691	0.112
131.000	-13.333	0.117
132.000	-12.976	0.112
133.000	-12.618	0.112
134.000	-12.261	0.116
135.000	-11.903	0.124
136.000	-11.546	0.113
137.000	-11.188	0.118
138.000	-10.831	0.109
139.000	-10.473	0.110
140.000	-10.116	0.106
141.000	-9.759	0.101
142.000	-9.401	0.098
143.000	-9.044	0.103
144.000	-8.686	0.104
145.000	-8.329	0.107
146.000	-7.971	0.092
147.000	-7.614	0.095
148.000	-7.256	0.095
149.000	-6.899	0.088
150.000	-6.541	0.093
151.000	-6.184	0.088
152.000	-5.826	0.094
153.000	-5.469	0.091
154.000	-5.111	0.090
155.000	-4.754	0.086
156.000	-4.396	0.083
157.000	-4.039	0.084
158.000	-3.681	0.080
159.000	-3.324	0.083
160.000	-2.967	0.079
161.000	-2.609	0.078
162.000	-2.252	0.076
163.000	-1.894	0.072
164.000	-1.537	0.068
165.000	-1.179	0.072
166.000	-0.822	0.064
167.000	-0.464	0.061
168.000	-0.107	0.061
169.000	0.251	0.063
170.000	0.608	0.061
171.000	0.966	0.058
172.000	1.323	0.058
173.000	1.681	0.050
174.000	2.038	0.053
175.000	2.396	0.057
176.000	2.753	0.052
177.000	3.111	0.052
178.000	3.468	0.047
179.000	3.826	0.049
180.000	4.183	0.046
181.000	4.540	0.048
182.000	4.898	0.047
183.000	5.255	0.050
184.000	5.613	0.052
185.000	5.970	0.051
186.000	6.328	0.050
187.000	6.685	0.048
188.000	7.043	0.049
189.000	7.400	0.052
190.000	7.758	0.048
191.000	8.115	0.047
192.000	8.473	0.048
193.000	8.830	0.045
194.000	9.188	0.050
195.000	9.545	0.054
196.000	9.903	0.049
197.000	10.260	0.044
198.000	10.618	0.046
199.000	10.975	0.044
200.000	11.332	0.047
201.000	11.690	0.048
202.000	12.047	0.047
203.000	12.405	0.045
204.000	12.762	0.046
205.000	13.120	0.044
206.000	13.477	0.049
207.000	13.835	0.050
208.000	14.192	0.050
209.000	14.550	0.057
210.000	14.907	0.054
211.000	15.265	0.052
212.000	15.622	0.049
213.000	15.980	0.046
214.000	16.337	0.048
215.000	16.695	0.054
216.000	17.052	0.057
217.000	17.410	0.050
218.000	17.767	0.053
219.000	18.125	0.049
220.000	18.482	0.052
221.000	18.839	0.049
222.000	19.197	0.055
223.000	19.554	0.056
224.000	19.912	0.049
225.000	20.269	0.051
226.000	20.627	0.048
227.000	20.984	0.050
228.000	21.342	0.043
229.000	21.699	0.046
230.000	22.057	0.041
231.000	22.414	0.043
232.000	22.772	0.049
233.000	23.129	0.048
234.000	23.487	0.051
235.000	23.844	0.050
236.000	24.202	0.050
237.000	24.559	0.049
238.000	24.917	0.050
239.000	25.274	0.053
240.000	25.631	0.054
241.000	25.989	0.055
242.000	26.346	0.050
243.000	26.704	0.051
244.000	27.061	0.053
245.000	27.419	0.053
246.000	27.776	0.051
247.000	28.134	0.054
248.000	28.491	0.050
249.000	28.849	0.052
250.000	29.206	0.051
251.000	29.564	0.052
252.000	29.921	0.051
253.000	30.279	0.049
254.000	30.636	0.050
255.000	30.994	0.051
256.000	31.351	0.052
257.000	31.709	0.048
258.000	32.066	0.042
259.000	32.424	0.050
260.000	32.781	0.047
261.000	33.138	0.048
262.000	33.496	0.045
263.000	33.853	0.052
264.000	34.211	0.048
265.000	34.568	0.052
266.000	34.926	0.051
267.000	35.283	0.052
268.000	35.641	0.048
269.000	35.998	0.051
270.000	36.356	0.048
271.000	36.713	0.045
272.000	37.071	0.044
273.000	37.428	0.040
274.000	37.786	0.044
275.000	38.143	0.041
276.000	38.501	0.042
277.000	38.858	0.043
278.000	39.216	0.045
279.000	39.573	0.044
280.000	39.930	0.042
281.000	40.288	0.045
282.000	40.645	0.047
283.000	41.003	0.051
284.000	41.360	0.051
285.000	41.718	0.048
286.000	42.075	0.047
287.000	42.433	0.045
288.000	42.790	0.049
289.000	43.148	0.044
290.000	43.505	0.046
291.000	43.863	0.047
292.000	44.220	0.039
293.000	44.578	0.046
294.000	44.935	0.046
295.000	45.293	0.046
296.000	45.650	0.041
297.000	46.008	0.044
298.000	46.365	0.043
299.000	46.723	0.043
300.000	47.080	0.046
0.000	-60.364	0.140
1.000	-60.008	0.146
2.000	-59.653	0.148
3.000	-59.297	0.148
4.000	-58.941	0.143
5.000	-58.585	0.133
6.000	-58.229	0.133
7.000	-57.873	0.147
8.000	-57.518	0.152
9.000	-57.162	0.153
10.000	-56.806	0.143
11.000	-56.450	0.144
12.000	-56.094	0.145
13.000	-55.739	0.152
14.000	-55.383	0.151
15.000	-55.027	0.154
16.000	-54.671	0.135
17.000	-54.315	0.140
18.000	-53.960	0.142
19.000	-53.604	0.147
20.000	-53.248	0.149
21.000	-52.892	0.164
22.000	-52.536	0.154
23.000	-52.180	0.153
24.000	-51.825	0.150
25.000	-51.469	0.159
26.000	-51.113	0.153
27.000	-50.757	0.155
28.000	-50.401	0.152
29.000	-50.046	0.150
30.000	-49.690	0.136
31.000	-49.334	0.137
32.000	-48.978	0.134
33.000	-48.622	0.137
34.000	-48.267	0.155
35.000	-47.911	0.148
36.000	-47.555	0.151
37.000	-47.199	0.150
38.000	-46.843	0.141
39.000	-46.487	0.143
40.000	-46.132	0.147
41.000	-45.776	0.147
42.000	-45.420	0.140
43.000	-45.064	0.150
44.000	-44.708	0.142
45.000	-44.353	0.138
46.000	-43.997	0.155
47.000	-43.641	0.154
48.000	-43.285	0.161
49.000	-42.929	0.162
50.000	-42.573	0.149
51.000	-42.218	0.131
52.000	-41.862	0.146
53.000	-41.506	0.155
54.000	-41.150	0.144
55.000	-40.794	0.136
56.000	-40.439	0.137
57.000	-40.083	0.133
58.000	-39.727	0.139
59.000	-39.371	0.142
60.000	-39.015	0.132
61.000	-38.660	0.121
62.000	-38.304	0.124
63.000	-37.948	0.119
64.000	-37.592	0.120
65.000	-37.236	0.124
66.000	-36.880	0.112
67.000	-36.525	0.108
68.000	-36.169	0.112
69.000	-35.813	0.113
70.000	-35.457	0.116
71.000	-35.101	0.114
72.000	-34.746	0.113
73.000	-34.390	0.119
74.000	-34.034	0.112
75.000	-33.678	0.119
76.000	-33.322	0.120
77.000	-32.967	0.113
78.000	-32.611	0.117
79.000	-32.255	0.117
80.000	-31.899	0.109
81.000	-31.543	0.116
82.000	-31.187	0.115
83.000	-30.832	0.120
84.000	-30.476	0.119
85.000	-30.120	0.115
86.000	-29.764	0.110
87.000	-29.408	0.113
88.000	-29.053	0.106
89.000	-28.697	0.123
90.000	-28.341	0.121
91.000	-27.985	0.123
92.000	-27.629	0.119
93.000	-27.273	0.109
94.000	-26.918	0.102
95.000	-26.562	0.118
96.000	-26.206	0.119
97.000	-25.850	0.110
98.000	-25.494	0.098
99.000	-25.139	0.106
100.000	-24.783	0.102
101.000	-24.427	0.102
102.000	-24.071	0.115
103.000	-23.715	0.117
104.000	-23.360	0.106
105.000	-23.004	0.122
106.000	-22.648	0.114
107.000	-22.292	0.121
108.000	-21.936	0.112
109.000	-21.580	0.113
110.000	-21.225	0.111
111.000	-20.869	0.109
112.000	-20.513	0.123
113.000	-20.157	0.126
114.000	-19.801	0.113
115.000	-19.446	0.120
116.000	-19.090	0.113
117.000	-18.734	0.121
118.000	-18.378	0.119
119.000	-18.022	0.134
120.000	-17.667	0.141
121.000	-17.311	0.131
122.000	-16.955	0.127
123.000	-16.599	0.113
124.000	-16.243	0.122
125.000	-15.887	0.120
126.000	-15.532	0.127
127.000	-15.176	0.132
128.000	-14.820	0.120
129.000	-14.464	0.134
130.000	-14.108	0.138
131.000	-13.753	0.130
132.000	-13.397	0.137
133.000	-13.041	0.129
134.000	-12.685	0.130
135.000	-12.329	0.124
136.000	-11.973	0.130
137.000	-11.618	0.138
138.000	-11.262	0.130
139.000	-10.906	0.127
140.000	-10.550	0.114
141.000	-10.194	0.111
142.000	-9.839	0.114
143.000	-9.483	0.113
144.000	-9.127	0.116
145.000	-8.771	0.111
146.000	-8.415	0.121
147.000	-8.060	0.125
148.000	-7.704	0.115
149.000	-7.348	0.109
150.000	-6.992	0.106
151.000	-6.636	0.103
152.000	-6.280	0.105
153.000	-5.925	0.095
154.000	-5.569	0.096
155.000	-5.213	0.095
156.000	-4.857	0.098
157.000	-4.501	0.101
158.000	-4.146	0.099
159.000	-3.790	0.099
160.000	-3.434	0.096
161.000	-3.078	0.089
162.000	-2.722	0.084
163.000	-2.367	0.087
164.000	-2.011	0.083
165.000	-1.655	0.076
166.000	-1.299	0.077
167.000	-0.943	0.078
168.000	-0.587	0.077
169.000	-0.232	0.073
170.000	0.124	0.074
171.000	0.480	0.073
172.000	0.836	0.078
173.000	1.192	0.070
174.000	1.547	0.070
175.000	1.903	0.070
176.000	2.259	0.067
177.000	2.615	0.068
178.000	2.971	0.068
179.000	3.327	0.074
180.000	3.682	0.073
181.000	4.038	0.074
182.000	4.394	0.068
183.000	4.750	0.068
184.000	5.106	0.073
185.000	5.461	0.073
186.000	5.817	0.070
187.000	6.173	0.074
188.000	6.529	0.071
189.000	6.885	0.066
190.000	7.240	0.071
191.000	7.596	0.069
192.000	7.952	0.063
193.000	8.308	0.071
194.000	8.664	0.068
195.000	9.020	0.066
196.000	9.375	0.066
197.000	9.731	0.068
198.000	10.087	0.070
199.000	10.443	0.070
200.000	10.799	0.065
201.000	11.154	0.068
202.000	11.510	0.070
203.000	11.866	0.069
204.000	12.222	0.074
205.000	12.578	0.073
206.000	12.933	0.074
207.000	13.289	0.070
208.000	13.645	0.070
209.000	14.001	0.072
210.000	14.357	0.073
211.000	14.713	0.075
212.000	15.068	0.074
213.000	15.424	0.073
214.000	15.780	0.074
215.000	16.136	0.073
216.000	16.492	0.076
217.000	16.847	0.082
218.000	17.203	0.080
219.000	17.559	0.073
220.000	17.915	0.073
221.000	18.271	0.069
222.000	18.627	0.074
223.000	18.982	0.074
224.000	19.338	0.074
225.000	19.694	0.072
226.000	20.050	0.070
227.000	20.406	0.075
228.000	20.761	0.078
229.000	21.117	0.075
230.000	21.473	0.072
231.000	21.829	0.073
232.000	22.185	0.074
233.000	22.540	0.077
234.000	22.896	0.072
235.000	23.252	0.069
236.000	23.608	0.070
237.000	23.964	0.071
238.000	24.320	0.069
239.000	24.675	0.074
240.000	25.031	0.074
241.000	25.387	0.070
242.000	25.743	0.070
243.000	26.099	0.074
244.000	26.454	0.074
245.000	26.810	0.070
246.000	27.166	0.068
247.000	27.522	0.072
248.000	27.878	0.068
249.000	28.233	0.074
250.000	28.589	0.073
251.000	28.945	0.072
252.000	29.301	0.073
253.000	29.657	0.067
254.000	30.013	0.067
255.000	30.368	0.068
256.000	30.724	0.071
257.000	31.080	0.075
258.000	31.436	0.075
259.000	31.792	0.072
260.000	32.147	0.068
261.000	32.503	0.064
262.000	32.859	0.061
263.000	33.215	0.064
264.000	33.571	0.065
265.000	33.927	0.066
266.000	34.282	0.068
267.000	34.638	0.063
268.000	34.994	0.061
269.000	35.350	0.065
270.000	35.706	0.067
271.000	36.061	0.067
272.000	36.417	0.067
273.000	36.773	0.065
274.000	37.129	0.066
275.000	37.485	0.062
276.000	37.840	0.069
277.000	38.196	0.064
278.000	38.552	0.065
279.000	38.908	0.064
280.000	39.264	0.065
281.000	39.620	0.063
282.000	39.975	0.063
283.000	40.331	0.059
284.000	40.687	0.063
285.000	41.043	0.062
286.000	41.399	0.063
287.000	41.754	0.069
288.000	42.110	0.068
289.000	42.466	0.068
290.000	42.822	0.065
291.000	43.178	0.062
292.000	43.533	0.064
293.000	43.889	0.070
294.000	44.245	0.064
295.000	44.601	0.065
296.000	44.957	0.066
297.000	45.313	0.065
298.000	45.668	0.068
299.000	46.024	0.068
300.000	46.380	0.063
0.000	-60.464	0.169
1.000	-60.108	0.158
2.000	-59.753	0.161
3.000	-59.397	0.163
4.000	-59.041	0.173
5.000	-58.685	0.182
6.000	-58.329	0.164
7.000	-57.973	0.156
8.000	-57.618	0.162
9.000	-57.262	0.165
10.000	-56.906	0.164
11.000	-56.550	0.169
12.000	-56.194	0.160
13.000	-55.839	0.158
14.000	-55.483	0.159
15.000	-55.127	0.175
16.000	-54.771	0.167
17.000	-54.415	0.176
18.000	-54.060	0.171
19.000	-53.704	0.165
20.000	-53.348	0.156
21.000	-52.992	0.166
22.000	-52.636	0.163
23.000	-52.280	0.175
24.000	-51.925	0.161
25.000	-51.569	0.167
26.000	-51.213	0.172
27.000	-50.857	0.164
28.000	-50.501	0.160
29.000	-50.146	0.161
30.000	-49.790	0.160
31.000	-49.434	0.163
32.000	-49.078	0.169
33.000	-48.722	0.150
34.000	-48.367	0.155
35.000	-48.011	0.153
36.000	-47.655	0.152
37.000	-47.299	0.155
38.000	-46.943	0.149
39.000	-46.587	0.151
40.000	-46.232	0.149
41.000	-45.876	0.175
42.000	-45.520	0.157
43.000	-45.164	0.162
44.000	-44.808	0.157
45.000	-44.453	0.151
46.000	-44.097	0.148
47.000	-43.741	0.153
48.000	-43.385	0.153
49.000	-43.029	0.157
50.000	-42.673	0.138
51.000	-42.318	0.147
52.000	-41.962	0.147
53.000	-41.606	0.140
54.000	-41.250	0.140
55.000	-40.894	0.142
56.000	-40.539	0.144
57.000	-40.183	0.136
58.000	-39.827	0.128
59.000	-39.471	0.123
60.000	-39.115	0.129
61.000	-38.760	0.132
62.000	-38.404	0.126
63.000	-38.048	0.133
64.000	-37.692	0.126
65.000	-37.336	0.132
66.000	-36.980	0.143
67.000	-36.625	0.125
68.000	-36.269	0.120
69.000	-35.913	0.118
70.000	-35.557	0.123
71.000	-35.201	0.111
72.000	-34.846	0.124
73.000	-34.490	0.124
74.000	-34.134	0.124
75.000	-33.778	0.122
76.000	-33.422	0.124
77.000	-33.067	0.124
78.000	-32.711	0.127
79.000	-32.355	0.125
80.000	-31.999	0.129
81.000	-31.643	0.140
82.000	-31.287	0.142
83.000	-30.932	0.137
84.000	-30.576	0.139
85.000	-30.220	0.131
86.000	-29.864	0.131
87.000	-29.508	0.138
88.000	-29.153	0.128
89.000	-28.797	0.131
90.000	-28.441	0.133
91.000	-28.085	0.127
92.000	-27.729	0.137
93.000	-27.373	0.131
94.000	-27.018	0.133
95.000	-26.662	0.134
96.000	-26.306	0.136
97.000	-25.950	0.141
98.000	-25.594	0.134
99.000	-25.239	0.133
100.000	-24.883	0.131
101.000	-24.527	0.136
102.000	-24.171	0.133
103.000	-23.815	0.136
104.000	-23.460	0.134
105.000	-23.104	0.139
106.000	-22.748	0.141
107.000	-22.392	0.141
108.000	-22.036	0.137
109.000	-21.680	0.138
110.000	-21.325	0.146
111.000	-20.969	0.146
112.000	-20.613	0.140
113.000	-20.257	0.142
114.000	-19.901	0.141
115.000	-19.546	0.155
116.000	-19.190	0.148
117.000	-18.834	0.146
118.000	-18.478	0.136
119.000	-18.122	0.141
120.000	-17.767	0.147
121.000	-17.411	0.155
122.000	-17.055	0.142
123.000	-16.699	0.141
124.000	-16.343	0.138
125.000	-15.987	0.132
126.000	-15.632	0.142
127.000	-15.276	0.150
128.000	-14.920	0.154
129.000	-14.564	0.154
130.000	-14.208	0.151
131.000	-13.853	0.140
132.000	-13.497	0.158
133.000	-13.141	0.149
134.000	-12.785	0.149
135.000	-12.429	0.150
136.000	-12.073	0.143
137.000	-11.718	0.151
138.000	-11.362	0.137
139.000	-11.006	0.134
140.000	-10.650	0.145
141.000	-10.294	0.142
142.000	-9.939	0.145
143.000	-9.583	0.146
144.000	-9.227	0.145
145.000	-8.871	0.139
146.000	-8.515	0.132
147.000	-8.160	0.138
148.000	-7.804	0.130
149.000	-7.448	0.135
150.000	-7.092	0.133
151.000	-6.736	0.123
152.000	-6.380	0.117
153.000	-6.025	0.117
154.000	-5.669	0.135
155.000	-5.313	0.114
156.000	-4.957	0.113
157.000	-4.601	0.111
158.000	-4.246	0.111
159.000	-3.890	0.108
160.000	-3.534	0.102
161.000	-3.178	0.107
162.000	-2.822	0.100
163.000	-2.467	0.097
164.000	-2.111	0.091
165.000	-1.755	0.091
166.000	-1.399	0.089
167.000	-1.043	0.084
168.000	-0.687	0.076
169.000	-0.332	0.078
170.000	0.024	0.072
171.000	0.380	0.074
172.000	0.736	0.070
173.000	1.092	0.070
174.000	1.447	0.076
175.000	1.803	0.070
176.000	2.159	0.072
177.000	2.515	0.075
178.000	2.871	0.070
179.000	3.227	0.065
180.000	3.582	0.061
181.000	3.938	0.071
182.000	4.294	0.062
183.000	4.650	0.067
184.000	5.006	0.073
185.000	5.361	0.070
186.000	5.717	0.063
187.000	6.073	0.064
188.000	6.429	0.066
189.000	6.785	0.070
190.000	7.140	0.064
191.000	7.496	0.065
192.000	7.852	0.060
193.000	8.208	0.057
194.000	8.564	0.057
195.000	8.920	0.060
196.000	9.275	0.058
197.000	9.631	0.059
198.000	9.987	0.065
199.000	10.343	0.055
200.000	10.699	0.062
201.000	11.054	0.060
202.000	11.410	0.059
203.000	11.766	0.059
204.000	12.122	0.065
205.000	12.478	0.060
206.000	12.833	0.060
207.000	13.189	0.056
208.000	13.545	0.055
209.000	13.901	0.057
210.000	14.257	0.056
211.000	14.613	0.050
212.000	14.968	0.056
213.000	15.324	0.059
214.000	15.680	0.055
215.000	16.036	0.061
216.000	16.392	0.059
217.000	16.747	0.056
218.000	17.103	0.054
219.000	17.459	0.058
220.000	17.815	0.059
221.000	18.171	0.059
222.000	18.527	0.063
223.000	18.882	0.064
224.000	19.238	0.057
225.000	19.594	0.061
226.000	19.950	0.057
227.000	20.306	0.058
228.000	20.661	0.057
229.000	21.017	0.060
230.000	21.373	0.061
231.000	21.729	0.057
232.000	22.085	0.064
233.000	22.440	0.059
234.000	22.796	0.058
235.000	23.152	0.056
236.000	23.508	0.061
237.000	23.864	0.057
238.000	24.220	0.051
239.000	24.575	0.056
240.000	24.931	0.054
241.000	25.287	0.059
242.000	25.643	0.056
243.000	25.999	0.062
244.000	26.354	0.051
245.000	26.710	0.059
246.000	27.066	0.056
247.000	27.422	0.056
248.000	27.778	0.055
249.000	28.133	0.054
250.000	28.489	0.061
251.000	28.845	0.059
252.000	29.201	0.056
253.000	29.557	0.049
254.000	29.913	0.053
255.000	30.268	0.053
256.000	30.624	0.056
257.000	30.980	0.058
258.000	31.336	0.054
259.000	31.692	0.051
260.000	32.047	0.055
261.000	32.403	0.050
262.000	32.759	0.052
263.000	33.115	0.060
264.000	33.471	0.058
265.000	33.827	0.058
266.000	34.182	0.054
267.000	34.538	0.056
268.000	34.894	0.051
269.000	35.250	0.054
270.000	35.606	0.044
271.000	35.961	0.045
272.000	36.317	0.048
273.000	36.673	0.049
274.000	37.029	0.047
275.000	37.385	0.050
276.000	37.740	0.050
277.000	38.096	0.052
278.000	38.452	0.051
279.000	38.808	0.047
280.000	39.164	0.047
281.000	39.520	0.047
282.000	39.875	0.046
283.000	40.231	0.046
284.000	40.587	0.045
285.000	40.943	0.049
286.000	41.299	0.045
287.000	41.654	0.046
288.000	42.010	0.053
289.000	42.366	0.048
290.000	42.722	0.049
291.000	43.078	0.047
292.000	43.433	0.051
293.000	43.789	0.047
294.000	44.145	0.049
295.000	44.501	0.057
296.000	44.857	0.055
297.000	45.213	0.050
298.000	45.568	0.048
299.000	45.924	0.049
300.000	46.280	0.054
