# Short Delay, 19 dB MW, 35 dB PM (Coeff = 1.4), Laser at -20 GHz, Terrible DIL of -30 GHz
i	d	n	nb	s	sb
0.000	82840.000	1.000	0.000	0.042	-0.003
1.000	83913.000	1.000	0.000	0.053	-0.003
2.000	84985.000	1.000	0.000	0.047	-0.003
3.000	86058.000	1.000	0.000	0.044	-0.003
4.000	87130.000	1.000	0.000	0.038	-0.003
5.000	88203.000	1.000	0.000	0.036	-0.003
6.000	89275.000	1.000	0.000	0.035	-0.003
7.000	90348.000	1.000	0.000	0.038	-0.003
8.000	91420.000	1.000	0.000	0.034	-0.003
9.000	92493.000	1.000	0.000	0.046	-0.003
10.000	93565.000	1.000	0.000	0.036	-0.003
11.000	94638.000	1.000	0.000	0.037	-0.003
12.000	95710.000	1.000	0.000	0.039	-0.003
13.000	96783.000	1.000	0.000	0.027	-0.003
14.000	97855.000	1.000	0.000	0.028	-0.003
15.000	98928.000	1.000	0.000	0.037	-0.003
16.000	100000.000	1.000	0.000	0.054	-0.003
17.000	101072.000	1.000	0.000	0.042	-0.003
18.000	102145.000	1.000	0.000	0.042	-0.003
19.000	103217.000	1.000	0.000	0.045	-0.003
20.000	104290.000	1.000	0.000	0.042	-0.003
21.000	105362.000	1.000	0.000	0.033	-0.003
22.000	106435.000	1.000	0.000	0.026	-0.003
23.000	107507.000	1.000	0.000	0.037	-0.003
24.000	108580.000	1.000	0.000	0.034	-0.003
25.000	109652.000	1.000	0.000	0.033	-0.003
26.000	110725.000	1.000	0.000	0.046	-0.003
27.000	111797.000	1.000	0.000	0.043	-0.003
28.000	112870.000	1.000	0.000	0.031	-0.003
29.000	113942.000	1.000	0.000	0.028	-0.003
30.000	115015.000	1.000	0.000	0.028	-0.003
31.000	116087.000	1.000	0.000	0.022	-0.003
32.000	117160.000	1.000	0.000	0.034	-0.003
33.000	116355.000	1.000	0.000	0.029	-0.003
34.000	115283.000	1.000	0.000	0.028	-0.003
35.000	114210.000	1.000	0.000	0.026	-0.003
36.000	113138.000	1.000	0.000	0.038	-0.003
37.000	112065.000	1.000	0.000	0.031	-0.003
38.000	110993.000	1.000	0.000	0.040	-0.003
39.000	109920.000	1.000	0.000	0.033	-0.003
40.000	108848.000	1.000	0.000	0.041	-0.003
41.000	107775.000	1.000	0.000	0.033	-0.003
42.000	106703.000	1.000	0.000	0.034	-0.003
43.000	105631.000	1.000	0.000	0.042	-0.003
44.000	104558.000	1.000	0.000	0.033	-0.003
45.000	103486.000	1.000	0.000	0.033	-0.003
46.000	102413.000	1.000	0.000	0.028	-0.003
47.000	101341.000	1.000	0.000	0.026	-0.003
48.000	100268.000	1.000	0.000	0.037	-0.003
49.000	99196.000	1.000	0.000	0.040	-0.003
50.000	98123.000	1.000	0.000	0.036	-0.003
51.000	97051.000	1.000	0.000	0.042	-0.003
52.000	95978.000	1.000	0.000	0.037	-0.003
53.000	94906.000	1.000	0.000	0.035	-0.003
54.000	93833.000	1.000	0.000	0.030	-0.003
55.000	92761.000	1.000	0.000	0.025	-0.003
56.000	91688.000	1.000	0.000	0.021	-0.003
57.000	90616.000	1.000	0.000	0.026	-0.003
58.000	89543.000	1.000	0.000	0.045	-0.003
59.000	88471.000	1.000	0.000	0.038	-0.003
60.000	87398.000	1.000	0.000	0.030	-0.003
61.000	86326.000	1.000	0.000	0.040	-0.003
62.000	85253.000	1.000	0.000	0.034	-0.003
63.000	84181.000	1.000	0.000	0.017	-0.003
64.000	83108.000	1.000	0.000	0.029	-0.003
65.000	83377.000	1.000	0.000	0.033	-0.003
66.000	84449.000	1.000	0.000	0.032	-0.003
67.000	85521.000	1.000	0.000	0.043	-0.003
68.000	86594.000	1.000	0.000	0.060	-0.003
69.000	87666.000	1.000	0.000	0.037	-0.003
70.000	88739.000	1.000	0.000	0.039	-0.003
71.000	89811.000	1.000	0.000	0.046	-0.003
72.000	90884.000	1.000	0.000	0.030	-0.003
73.000	91956.000	1.000	0.000	0.029	-0.003
74.000	93029.000	1.000	0.000	0.039	-0.003
75.000	94101.000	1.000	0.000	0.032	-0.003
76.000	95174.000	1.000	0.000	0.035	-0.003
77.000	96246.000	1.000	0.000	0.041	-0.003
78.000	97319.000	1.000	0.000	0.029	-0.003
79.000	98391.000	1.000	0.000	0.031	-0.003
80.000	99464.000	1.000	0.000	0.032	-0.003
81.000	100536.000	1.000	0.000	0.026	-0.003
82.000	101609.000	1.000	0.000	0.025	-0.003
83.000	102681.000	1.000	0.000	0.039	-0.003
84.000	103754.000	1.000	0.000	0.032	-0.003
85.000	104826.000	1.000	0.000	0.030	-0.003
86.000	105899.000	1.000	0.000	0.027	-0.003
87.000	106971.000	1.000	0.000	0.030	-0.003
88.000	108044.000	1.000	0.000	0.024	-0.003
89.000	109116.000	1.000	0.000	0.021	-0.003
90.000	110189.000	1.000	0.000	0.028	-0.003
91.000	111261.000	1.000	0.000	0.031	-0.003
92.000	112334.000	1.000	0.000	0.028	-0.003
93.000	113406.000	1.000	0.000	0.032	-0.003
94.000	114479.000	1.000	0.000	0.035	-0.003
95.000	115551.000	1.000	0.000	0.034	-0.003
96.000	116623.000	1.000	0.000	0.021	-0.003
97.000	116892.000	1.000	0.000	0.031	-0.003
98.000	115819.000	1.000	0.000	0.035	-0.003
99.000	114747.000	1.000	0.000	0.032	-0.003
100.000	113674.000	1.000	0.000	0.023	-0.003
101.000	112602.000	1.000	0.000	0.047	-0.003
102.000	111529.000	1.000	0.000	0.038	-0.003
103.000	110457.000	1.000	0.000	0.035	-0.003
104.000	109384.000	1.000	0.000	0.042	-0.003
105.000	108312.000	1.000	0.000	0.025	-0.003
106.000	107239.000	1.000	0.000	0.029	-0.003
107.000	106167.000	1.000	0.000	0.028	-0.003
108.000	105094.000	1.000	0.000	0.041	-0.003
109.000	104022.000	1.000	0.000	0.027	-0.003
