# Title: Diode Laser Delay Scan, 6 dB MW, phase of min signal.
# Note:	Diode Laser Delay Scan, 6 dB on Var Attn, 41 dB PM, 40 V Top to Bot, 27f. Using a small microwave field and modulation over a short phase delay to find the phase of minimum signal.
# Type:	Delay
# Hittite Freq:	18509.6 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361351.2 GHz
# Target:	n=27, l=f, blue f-s of 2nd lowest stark state after 27d
# Laser Mod:	0.47 (0th band amplitude of 0.47 = J_0(0.80)^2)
# Laser Mod Attn:	41 dB
# MW Attn:	6 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	-0.0054 V
# Static:	+40 V
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	89705.000	1.000	0.000	0.188	-0.003
1.000	90775.000	1.000	0.000	0.148	-0.003
2.000	91844.000	1.000	0.000	0.140	-0.003
3.000	92914.000	1.000	0.000	0.106	-0.003
4.000	93984.000	1.000	0.000	0.097	-0.003
5.000	95053.000	1.000	0.000	0.088	-0.003
6.000	96123.000	1.000	0.000	0.085	-0.003
7.000	97192.000	1.000	0.000	0.095	-0.003
8.000	98262.000	1.000	0.000	0.112	-0.003
9.000	99332.000	1.000	0.000	0.135	-0.003
10.000	100401.000	1.000	0.000	0.155	-0.003
11.000	101471.000	1.000	0.000	0.179	-0.003
12.000	102540.000	1.000	0.000	0.195	-0.003
13.000	103610.000	1.000	0.000	0.196	-0.003
14.000	104679.000	1.000	0.000	0.205	-0.003
15.000	105749.000	1.000	0.000	0.182	-0.003
16.000	106819.000	1.000	0.000	0.158	-0.003
17.000	107888.000	1.000	0.000	0.132	-0.003
18.000	108958.000	1.000	0.000	0.120	-0.003
19.000	110027.000	1.000	0.000	0.096	-0.003
20.000	110295.000	1.000	0.000	0.085	-0.003
21.000	109225.000	1.000	0.000	0.093	-0.003
22.000	108156.000	1.000	0.000	0.113	-0.003
23.000	107086.000	1.000	0.000	0.147	-0.003
24.000	106016.000	1.000	0.000	0.164	-0.003
25.000	104947.000	1.000	0.000	0.176	-0.003
26.000	103877.000	1.000	0.000	0.188	-0.003
27.000	102808.000	1.000	0.000	0.206	-0.003
28.000	101738.000	1.000	0.000	0.169	-0.003
29.000	100668.000	1.000	0.000	0.165	-0.003
30.000	99599.000	1.000	0.000	0.133	-0.003
31.000	98529.000	1.000	0.000	0.108	-0.003
32.000	97460.000	1.000	0.000	0.100	-0.003
33.000	96390.000	1.000	0.000	0.094	-0.003
34.000	95321.000	1.000	0.000	0.082	-0.003
35.000	94251.000	1.000	0.000	0.097	-0.003
36.000	93181.000	1.000	0.000	0.103	-0.003
37.000	92112.000	1.000	0.000	0.108	-0.003
38.000	91042.000	1.000	0.000	0.152	-0.003
39.000	89973.000	1.000	0.000	0.150	-0.003
40.000	90240.000	1.000	0.000	0.151	-0.003
41.000	91310.000	1.000	0.000	0.141	-0.003
42.000	92379.000	1.000	0.000	0.121	-0.003
43.000	93449.000	1.000	0.000	0.082	-0.003
44.000	94518.000	1.000	0.000	0.073	-0.003
45.000	95588.000	1.000	0.000	0.067	-0.003
46.000	96658.000	1.000	0.000	0.077	-0.003
47.000	97727.000	1.000	0.000	0.100	-0.003
48.000	98797.000	1.000	0.000	0.113	-0.003
49.000	99866.000	1.000	0.000	0.144	-0.003
50.000	100936.000	1.000	0.000	0.153	-0.003
51.000	102005.000	1.000	0.000	0.195	-0.003
52.000	103075.000	1.000	0.000	0.184	-0.003
53.000	104145.000	1.000	0.000	0.194	-0.003
54.000	105214.000	1.000	0.000	0.170	-0.003
55.000	106284.000	1.000	0.000	0.158	-0.003
56.000	107353.000	1.000	0.000	0.137	-0.003
57.000	108423.000	1.000	0.000	0.110	-0.003
58.000	109492.000	1.000	0.000	0.088	-0.003
59.000	109760.000	1.000	0.000	0.085	-0.003
60.000	108690.000	1.000	0.000	0.110	-0.003
61.000	107621.000	1.000	0.000	0.128	-0.003
62.000	106551.000	1.000	0.000	0.150	-0.003
63.000	105482.000	1.000	0.000	0.166	-0.003
64.000	104412.000	1.000	0.000	0.180	-0.003
65.000	103342.000	1.000	0.000	0.196	-0.003
66.000	102273.000	1.000	0.000	0.178	-0.003
67.000	101203.000	1.000	0.000	0.155	-0.003
68.000	100134.000	1.000	0.000	0.153	-0.003
69.000	99064.000	1.000	0.000	0.132	-0.003
70.000	97995.000	1.000	0.000	0.091	-0.003
71.000	96925.000	1.000	0.000	0.090	-0.003
72.000	95855.000	1.000	0.000	0.071	-0.003
73.000	94786.000	1.000	0.000	0.092	-0.003
74.000	93716.000	1.000	0.000	0.098	-0.003
75.000	92647.000	1.000	0.000	0.114	-0.003
76.000	91577.000	1.000	0.000	0.136	-0.003
77.000	90508.000	1.000	0.000	0.168	-0.002
